search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,activation,alpha,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter
6,4,0.5024909508111753,0.03225798227810391,0.6487408595784246,0.045747228293872566,"{'activation': 'logistic', 'alpha': np.float64(0.051536759592798305), 'hidden_layer_sizes': (200, 200, 200), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.07784775512893782), 'max_iter': 281}",logistic,0.051536759592798305,"(200, 200, 200)",adaptive,0.07784775512893782,281
6,5,0.5134196314637096,0.020501936151807544,1.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.09478842350012108), 'hidden_layer_sizes': (300, 200, 100, 50), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.046789366107510104), 'max_iter': 581}",relu,0.09478842350012108,"(300, 200, 100, 50)",constant,0.046789366107510104,581
6,6,0.5082216809553217,0.022976309220321036,0.6628451894086679,0.04290848900138918,"{'activation': 'logistic', 'alpha': np.float64(0.0553263975504735), 'hidden_layer_sizes': (100, 50, 200), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.06337612511685478), 'max_iter': 244}",logistic,0.0553263975504735,"(100, 50, 200)",invscaling,0.06337612511685478,244
6,7,0.5113998866566879,0.015498673876066547,1.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.02622761383374398), 'hidden_layer_sizes': (100, 100, 50, 50), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.04602414439959712), 'max_iter': 497}",relu,0.02622761383374398,"(100, 100, 50, 50)",invscaling,0.04602414439959712,497
6,8,0.5063831383460549,0.01680234871705228,1.0,0.0,"{'activation': 'tanh', 'alpha': np.float64(0.06056455811489816), 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.09464780494588752), 'max_iter': 460}",tanh,0.06056455811489816,"(100, 100, 100)",adaptive,0.09464780494588752,460
6,9,0.497986085614469,0.011784817936300995,1.0,0.0,"{'activation': 'tanh', 'alpha': np.float64(0.054598062564191856), 'hidden_layer_sizes': (100, 50, 100, 50), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.029636826311866083), 'max_iter': 481}",tanh,0.054598062564191856,"(100, 50, 100, 50)",invscaling,0.029636826311866083,481
7,0,0.5251830345659626,0.01422476211571126,1.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.09206404629626241), 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.0302435297502903), 'max_iter': 538}",relu,0.09206404629626241,"(100, 100, 100)",invscaling,0.0302435297502903,538
7,1,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.02944806555509745), 'hidden_layer_sizes': (50, 50, 50, 50), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.050360014575121674), 'max_iter': 524}",logistic,0.02944806555509745,"(50, 50, 50, 50)",adaptive,0.050360014575121674,524
7,2,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.05641801411146475), 'hidden_layer_sizes': (50, 50, 50, 50), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.06255991856363018), 'max_iter': 450}",logistic,0.05641801411146475,"(50, 50, 50, 50)",adaptive,0.06255991856363018,450
7,3,0.4830903306581016,0.027095103096076125,0.9996415770609319,0.0007168458781361852,"{'activation': 'logistic', 'alpha': np.float64(0.05813713966122338), 'hidden_layer_sizes': (200, 300, 100), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.09431728906112677), 'max_iter': 574}",logistic,0.05813713966122338,"(200, 300, 100)",constant,0.09431728906112677,574
