search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,metric,n_neighbors,weights
1,26,0.4094059630553315,0.01962290839194049,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 28, 'weights': 'distance'}",manhattan,28,distance
1,27,0.37208634409044744,0.018092867570610068,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 57, 'weights': 'distance'}",manhattan,57,distance
1,28,0.3481868308437568,0.025877660533369984,0.3631677801898062,0.00893691062790141,"{'metric': 'euclidean', 'n_neighbors': 30, 'weights': 'uniform'}",euclidean,30,uniform
1,29,0.41817256088052346,0.021592233871570093,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 25, 'weights': 'distance'}",manhattan,25,distance
1,30,0.4770838472111901,0.009244473084192819,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}",manhattan,12,distance
1,31,0.37024074105656685,0.017902450894818362,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 55, 'weights': 'distance'}",manhattan,55,distance
1,32,0.3660967524985673,0.026276559451444963,0.3855636676116469,0.003601772446137251,"{'metric': 'euclidean', 'n_neighbors': 25, 'weights': 'uniform'}",euclidean,25,uniform
1,33,0.3660967524985673,0.026276559451444963,0.3855636676116469,0.003601772446137251,"{'metric': 'euclidean', 'n_neighbors': 25, 'weights': 'uniform'}",euclidean,25,uniform
1,34,0.3520815407268307,0.0268598626233443,0.3539584737858035,0.008182274241882953,"{'metric': 'euclidean', 'n_neighbors': 47, 'weights': 'uniform'}",euclidean,47,uniform
1,35,0.3554233585877391,0.02417168447537509,0.3559901863634039,0.006641052613022144,"{'metric': 'euclidean', 'n_neighbors': 45, 'weights': 'uniform'}",euclidean,45,uniform
1,36,0.39655006807977394,0.02255952986483124,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 34, 'weights': 'distance'}",manhattan,34,distance
1,37,0.3669220908913209,0.017994746517114545,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 56, 'weights': 'distance'}",manhattan,56,distance
1,38,0.38281715012665996,0.01973346781301516,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 44, 'weights': 'distance'}",manhattan,44,distance
