search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample
0,0,0.4183312212300807,0.0894168296178035,0.5710615273227404,0.18160792022404826,"{'colsample_bytree': np.float64(0.4454633705918776), 'gamma': np.float64(0.2845476706271497), 'learning_rate': np.float64(1.870494731598498), 'max_depth': 9, 'min_child_weight': 19, 'n_estimators': 143, 'reg_alpha': np.float64(0.9301393342627915), 'reg_lambda': np.float64(1.5153982755309796), 'subsample': np.float64(0.8677700638420516)}",0.4454633705918776,0.2845476706271497,1.870494731598498,9,19,143,0.9301393342627915,1.5153982755309796,0.8677700638420516
0,1,0.363897230113852,0.17748561024084122,0.43780938649423745,0.22867091336424702,"{'colsample_bytree': np.float64(0.5793802501753418), 'gamma': np.float64(0.3704272948404178), 'learning_rate': np.float64(1.8624730652941817), 'max_depth': 5, 'min_child_weight': 18, 'n_estimators': 342, 'reg_alpha': np.float64(1.849531107813636), 'reg_lambda': np.float64(0.7796620967564476), 'subsample': np.float64(0.7459752576898321)}",0.5793802501753418,0.3704272948404178,1.8624730652941817,5,18,342,1.849531107813636,0.7796620967564476,0.7459752576898321
0,2,0.5303469210435516,0.02125403419548806,0.9755825441222253,0.003896481108753496,"{'colsample_bytree': np.float64(0.5670949689130362), 'gamma': np.float64(0.41600160058596625), 'learning_rate': np.float64(0.5313124922140884), 'max_depth': 6, 'min_child_weight': 15, 'n_estimators': 340, 'reg_alpha': np.float64(1.2847858970201371), 'reg_lambda': np.float64(0.5651725487841011), 'subsample': np.float64(0.8594371703405173)}",0.5670949689130362,0.41600160058596625,0.5313124922140884,6,15,340,1.2847858970201371,0.5651725487841011,0.8594371703405173
0,3,0.44314230481839517,0.055592198121878086,0.6724701226896158,0.23768647898860815,"{'colsample_bytree': np.float64(0.6723679275233396), 'gamma': np.float64(0.24740352173868915), 'learning_rate': np.float64(1.800865726420479), 'max_depth': 7, 'min_child_weight': 14, 'n_estimators': 258, 'reg_alpha': np.float64(1.5788758355691705), 'reg_lambda': np.float64(1.3840750953742134), 'subsample': np.float64(0.8265865860540165)}",0.6723679275233396,0.24740352173868915,1.800865726420479,7,14,258,1.5788758355691705,1.3840750953742134,0.8265865860540165
0,4,0.4998687901290536,0.037396740509380674,0.9141188903991371,0.00534123101250203,"{'colsample_bytree': np.float64(0.20058052434936358), 'gamma': np.float64(0.24630842962388133), 'learning_rate': np.float64(0.7844463699285464), 'max_depth': 5, 'min_child_weight': 16, 'n_estimators': 179, 'reg_alpha': np.float64(0.5849085535530721), 'reg_lambda': np.float64(1.0635883987976198), 'subsample': np.float64(0.7738261257538351)}",0.20058052434936358,0.24630842962388133,0.7844463699285464,5,16,179,0.5849085535530721,1.0635883987976198,0.7738261257538351
0,5,0.5077448298930964,0.03604065441738825,0.9978489196667217,0.0008920297773239939,"{'colsample_bytree': np.float64(0.6736640642453146), 'gamma': np.float64(0.2551251572499744), 'learning_rate': np.float64(0.8737633059206973), 'max_depth': 9, 'min_child_weight': 10, 'n_estimators': 303, 'reg_alpha': np.float64(1.5466538405001207), 'reg_lambda': np.float64(1.2276407512104714), 'subsample': np.float64(0.7143293820850702)}",0.6736640642453146,0.2551251572499744,0.8737633059206973,9,10,303,1.5466538405001207,1.2276407512104714,0.7143293820850702
0,6,0.504340928504226,0.030271341128633864,0.9375760079485019,0.004449057718649514,"{'colsample_bytree': np.float64(0.3103164562103132), 'gamma': np.float64(0.43970391046075064), 'learning_rate': np.float64(0.6578136052370858), 'max_depth': 9, 'min_child_weight': 18, 'n_estimators': 333, 'reg_alpha': np.float64(1.1421212713777735), 'reg_lambda': np.float64(1.160574757322131), 'subsample': np.float64(0.694601103655503)}",0.3103164562103132,0.43970391046075064,0.6578136052370858,9,18,333,1.1421212713777735,1.160574757322131,0.694601103655503
0,7,0.5363732964867232,0.033075198260259175,0.9882282566929245,0.0014625224979955267,"{'colsample_bytree': np.float64(0.6895803075073594), 'gamma': np.float64(0.3175542166530508), 'learning_rate': np.float64(0.5828548091502802), 'max_depth': 7, 'min_child_weight': 14, 'n_estimators': 273, 'reg_alpha': np.float64(1.443565598479244), 'reg_lambda': np.float64(1.830975158976087), 'subsample': np.float64(0.8105582772155193)}",0.6895803075073594,0.3175542166530508,0.5828548091502802,7,14,273,1.443565598479244,1.830975158976087,0.8105582772155193
0,8,0.4805498578739903,0.029501900435522484,0.9889186871246427,0.0017116298348953574,"{'colsample_bytree': np.float64(0.5061080188907917), 'gamma': np.float64(0.3110152878439022), 'learning_rate': np.float64(1.3123317828239802), 'max_depth': 10, 'min_child_weight': 14, 'n_estimators': 295, 'reg_alpha': np.float64(1.8826285817175796), 'reg_lambda': np.float64(1.1422648589749334), 'subsample': np.float64(0.7701035381531838)}",0.5061080188907917,0.3110152878439022,1.3123317828239802,10,14,295,1.8826285817175796,1.1422648589749334,0.7701035381531838
0,9,0.5230968514291499,0.033416631934034435,0.9743439840931879,0.004108315981544179,"{'colsample_bytree': np.float64(0.6783147470180045), 'gamma': np.float64(0.47150329608076336), 'learning_rate': np.float64(0.6113229069533905), 'max_depth': 8, 'min_child_weight': 18, 'n_estimators': 283, 'reg_alpha': np.float64(1.1145342533884006), 'reg_lambda': np.float64(0.9385500041005617), 'subsample': np.float64(0.7768604627994886)}",0.6783147470180045,0.47150329608076336,0.6113229069533905,8,18,283,1.1145342533884006,0.9385500041005617,0.7768604627994886
