search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,activation,alpha,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter,n_networks,solver,voting
2,6,0.03497584541062802,0.032590046554874366,0.041809378109318375,0.030441950049756205,"{'activation': 'tanh', 'alpha': np.float64(0.018738225217960824), 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.007212820638220477), 'max_iter': 483, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",tanh,0.018738225217960824,"(200,)",adaptive,0.007212820638220477,483,3,adam,soft
2,7,0.0,0.0,0.015806657317798053,0.009014263734241657,"{'activation': 'tanh', 'alpha': np.float64(0.053815536717987285), 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0025108976503188185), 'max_iter': 196, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",tanh,0.053815536717987285,"(100, 50)",adaptive,0.0025108976503188185,196,5,adam,soft
2,8,0.008888888888888889,0.017777777777777778,0.04939722270924106,0.03570695800540663,"{'activation': 'relu', 'alpha': np.float64(0.04551785798290138), 'hidden_layer_sizes': (400,), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0031122803810482227), 'max_iter': 413, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",relu,0.04551785798290138,"(400,)",constant,0.0031122803810482227,413,3,adam,soft
2,9,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.08202579974975692), 'hidden_layer_sizes': (50, 50, 50, 50), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.007849185551271315), 'max_iter': 213, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.08202579974975692,"(50, 50, 50, 50)",constant,0.007849185551271315,213,5,adam,soft
2,10,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.08311595932684909), 'hidden_layer_sizes': (100, 100, 200, 25), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.007989618480162063), 'max_iter': 149, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",relu,0.08311595932684909,"(100, 100, 200, 25)",adaptive,0.007989618480162063,149,3,adam,soft
2,11,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.015427025899584357), 'hidden_layer_sizes': (25, 25, 25), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0012382245534220929), 'max_iter': 365, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.015427025899584357,"(25, 25, 25)",adaptive,0.0012382245534220929,365,5,adam,soft
2,12,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.09983633150041268), 'hidden_layer_sizes': (25, 300, 100), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.009847857155375183), 'max_iter': 322, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",relu,0.09983633150041268,"(25, 300, 100)",adaptive,0.009847857155375183,322,3,adam,soft
2,13,0.008888888888888889,0.017777777777777778,0.01129986542826236,6.954412780986863e-05,"{'activation': 'tanh', 'alpha': np.float64(0.04571484556574544), 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0011737829321598239), 'max_iter': 478, 'n_networks': 7, 'solver': 'adam', 'voting': 'soft'}",tanh,0.04571484556574544,"(50,)",adaptive,0.0011737829321598239,478,7,adam,soft
2,14,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.004264926696299665), 'hidden_layer_sizes': (150, 75), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.009864953344693287), 'max_iter': 347, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.004264926696299665,"(150, 75)",adaptive,0.009864953344693287,347,5,adam,soft
2,15,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.021894433733849396), 'hidden_layer_sizes': (25, 25, 25), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.009845371410376422), 'max_iter': 495, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.021894433733849396,"(25, 25, 25)",constant,0.009845371410376422,495,5,adam,soft
2,16,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.06908399502243824), 'hidden_layer_sizes': (400,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0014193175728777234), 'max_iter': 408, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.06908399502243824,"(400,)",adaptive,0.0014193175728777234,408,5,adam,soft
2,17,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.046590015505867104), 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.01071709680079765), 'max_iter': 130, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.046590015505867104,"(200,)",adaptive,0.01071709680079765,130,5,adam,soft
2,18,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.04028248173880632), 'hidden_layer_sizes': (25, 300, 100), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.010306316365229315), 'max_iter': 280, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",relu,0.04028248173880632,"(25, 300, 100)",adaptive,0.010306316365229315,280,3,adam,soft
2,19,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.013843375266464652), 'hidden_layer_sizes': (25, 300, 100), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0017678890485914214), 'max_iter': 125, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",relu,0.013843375266464652,"(25, 300, 100)",constant,0.0017678890485914214,125,3,adam,soft
3,0,0.0,0.0,0.004532614278376991,0.005551333216081251,"{'activation': 'tanh', 'alpha': np.float64(0.057735853542640866), 'hidden_layer_sizes': (50, 100, 400), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.009034236664299207), 'max_iter': 441, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",tanh,0.057735853542640866,"(50, 100, 400)",adaptive,0.009034236664299207,441,5,adam,soft
3,1,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.09229039331020024), 'hidden_layer_sizes': (300, 50, 100), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0047629298587956136), 'max_iter': 379, 'n_networks': 7, 'solver': 'adam', 'voting': 'soft'}",relu,0.09229039331020024,"(300, 50, 100)",constant,0.0047629298587956136,379,7,adam,soft
3,2,0.008888888888888889,0.017777777777777778,0.009078068823831536,0.004539102517489042,"{'activation': 'tanh', 'alpha': np.float64(0.011006186562438602), 'hidden_layer_sizes': (25,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.002325421127411187), 'max_iter': 225, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",tanh,0.011006186562438602,"(25,)",adaptive,0.002325421127411187,225,5,adam,soft
3,3,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.050278230841563694), 'hidden_layer_sizes': (300,), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.010283197299246347), 'max_iter': 309, 'n_networks': 5, 'solver': 'adam', 'voting': 'soft'}",relu,0.050278230841563694,"(300,)",constant,0.010283197299246347,309,5,adam,soft
3,4,0.0,0.0,0.0,0.0,"{'activation': 'relu', 'alpha': np.float64(0.05765344943175224), 'hidden_layer_sizes': (150, 75), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.003104621770338351), 'max_iter': 472, 'n_networks': 7, 'solver': 'adam', 'voting': 'soft'}",relu,0.05765344943175224,"(150, 75)",constant,0.003104621770338351,472,7,adam,soft
3,5,0.017584541062801932,0.021538743641496074,0.024569432608444065,0.02269927032489985,"{'activation': 'tanh', 'alpha': np.float64(0.08616036468657177), 'hidden_layer_sizes': (25, 300, 100), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.002024225195445954), 'max_iter': 248, 'n_networks': 3, 'solver': 'adam', 'voting': 'soft'}",tanh,0.08616036468657177,"(25, 300, 100)",adaptive,0.002024225195445954,248,3,adam,soft
