search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,C,gamma,kernel
7,0,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(52.8961408196487), 'gamma': 'scale', 'kernel': 'linear'}",52.8961408196487,scale,linear
7,1,0.11117329086820678,0.025097514626211695,1.0,0.0,"{'C': np.float64(50.45496706546236), 'gamma': np.float64(1.6254210865343766), 'kernel': 'rbf'}",50.45496706546236,1.6254210865343766,rbf
7,2,0.35114334957724563,0.045613765401628016,0.3427011442036946,0.015315763089937894,"{'C': np.float64(23.407411987010864), 'gamma': np.float64(0.344629453596559), 'kernel': 'sigmoid'}",23.407411987010864,0.344629453596559,sigmoid
7,3,0.503688239552379,0.040483642496677054,0.9955486487614028,0.0010122493578823308,"{'C': np.float64(42.012322362204316), 'gamma': np.float64(0.1149112440891582), 'kernel': 'rbf'}",42.012322362204316,0.1149112440891582,rbf
7,4,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(36.46167105658189), 'gamma': np.float64(0.1149112440891582), 'kernel': 'linear'}",36.46167105658189,0.1149112440891582,linear
8,0,0.5049834232898414,0.02804296571960649,0.7962203777081166,0.009754676952668555,"{'C': np.float64(50.15825859796908), 'gamma': np.float64(0.03152082935021284), 'kernel': 'rbf'}",50.15825859796908,0.03152082935021284,rbf
8,1,0.11681379158259911,0.02803036510448185,1.0,0.0,"{'C': np.float64(9.94832716473067), 'gamma': np.float64(1.568971842357279), 'kernel': 'rbf'}",9.94832716473067,1.568971842357279,rbf
8,2,0.4162472924863896,0.044267805233923214,0.9998656816655472,0.0002686366689053088,"{'C': np.float64(5.298052977736041), 'gamma': np.float64(0.344629453596559), 'kernel': 'rbf'}",5.298052977736041,0.344629453596559,rbf
8,3,0.048168578076955036,0.01048470022647586,1.0,0.0,"{'C': np.float64(15.864077844677611), 'gamma': np.float64(5.018519871563467), 'kernel': 'rbf'}",15.864077844677611,5.018519871563467,rbf
8,4,0.33560964161739865,0.019759895638647926,0.307714750116974,0.0034467229387594397,"{'C': np.float64(15.981989775977402), 'gamma': np.float64(4.907591188868304), 'kernel': 'sigmoid'}",15.981989775977402,4.907591188868304,sigmoid
9,0,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(21.364029020598036), 'gamma': np.float64(0.012316746168713628), 'kernel': 'linear'}",21.364029020598036,0.012316746168713628,linear
9,1,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(33.81543840726015), 'gamma': np.float64(8.207799121894938), 'kernel': 'linear'}",33.81543840726015,8.207799121894938,linear
9,2,0.402925184349995,0.06049077208431945,0.405303412773252,0.05463715489676334,"{'C': np.float64(44.88656317825484), 'gamma': np.float64(0.04073653685477313), 'kernel': 'sigmoid'}",44.88656317825484,0.04073653685477313,sigmoid
9,3,0.27936969337397916,0.04420132967673083,0.28412123594283933,0.013479488703705295,"{'C': np.float64(20.56311695624482), 'gamma': np.float64(1.7494449392380913), 'kernel': 'linear'}",20.56311695624482,1.7494449392380913,linear
9,4,0.487550009241774,0.030597969218157214,0.7110766351509306,0.013415928009571235,"{'C': np.float64(34.650694496945306), 'gamma': np.float64(0.025396337390984174), 'kernel': 'rbf'}",34.650694496945306,0.025396337390984174,rbf
10,0,0.3572408472132868,0.015990908406352627,0.30954933975401044,0.00604582491545304,"{'C': np.float64(37.33784930311014), 'gamma': np.float64(2.8403288667421767), 'kernel': 'sigmoid'}",37.33784930311014,2.8403288667421767,sigmoid
10,1,0.2778128298843266,0.04643744849727748,0.28405765607858235,0.013412063100910377,"{'C': np.float64(19.53136218458768), 'gamma': np.float64(3.901075315951252), 'kernel': 'linear'}",19.53136218458768,3.901075315951252,linear
10,2,0.3409298849137529,0.030880633566522167,0.3196812412524103,0.019066006621487178,"{'C': np.float64(20.236881292409166), 'gamma': np.float64(0.8456090256915787), 'kernel': 'sigmoid'}",20.236881292409166,0.8456090256915787,sigmoid
10,3,0.39474024668127694,0.06797006934904141,0.4048646548674327,0.04945844983890908,"{'C': np.float64(42.35119425789761), 'gamma': np.float64(0.027264215787650134), 'kernel': 'sigmoid'}",42.35119425789761,0.027264215787650134,sigmoid
10,4,0.4274500449070572,0.04139879985317843,0.5473675003275591,0.008357931203350724,"{'C': np.float64(5.346091594354098), 'gamma': np.float64(0.025396337390984174), 'kernel': 'rbf'}",5.346091594354098,0.025396337390984174,rbf
11,0,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(44.47138968524131), 'gamma': np.float64(0.4909438803376131), 'kernel': 'linear'}",44.47138968524131,0.4909438803376131,linear
11,1,0.4540952346584029,0.04649293684860839,1.0,0.0,"{'C': np.float64(26.220388919172063), 'gamma': np.float64(0.27289998933695364), 'kernel': 'rbf'}",26.220388919172063,0.27289998933695364,rbf
11,2,0.3217121124356018,0.07055616868440509,0.32931965351896453,0.055501308570602856,"{'C': np.float64(25.553595170125462), 'gamma': np.float64(0.012365201013527095), 'kernel': 'sigmoid'}",25.553595170125462,0.012365201013527095,sigmoid
11,3,0.2778128298843266,0.04643744849727748,0.2841849515165184,0.013547918946862067,"{'C': np.float64(30.68058266268867), 'gamma': np.float64(0.04073653685477313), 'kernel': 'linear'}",30.68058266268867,0.04073653685477313,linear
11,4,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(37.1895247347166), 'gamma': np.float64(1.7494449392380913), 'kernel': 'linear'}",37.1895247347166,1.7494449392380913,linear
12,0,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(32.2453778873177), 'gamma': np.float64(2.470284675999506), 'kernel': 'linear'}",32.2453778873177,2.470284675999506,linear
12,1,0.4791378617601487,0.034975286535516084,0.668341203255045,0.006291769918576557,"{'C': np.float64(40.77270565281536), 'gamma': np.float64(0.019516473829982034), 'kernel': 'rbf'}",40.77270565281536,0.019516473829982034,rbf
12,2,0.5055006783495535,0.03620649763417326,0.9962258683633978,0.0009162304840368745,"{'C': np.float64(45.28398372181214), 'gamma': np.float64(0.1149112440891582), 'kernel': 'rbf'}",45.28398372181214,0.1149112440891582,rbf
12,3,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(27.895466721620146), 'gamma': np.float64(7.5860740921850836), 'kernel': 'linear'}",27.895466721620146,7.5860740921850836,linear
12,4,0.2778128298843266,0.04643744849727748,0.2837580571728685,0.013106283482457239,"{'C': np.float64(24.50888170420415), 'gamma': np.float64(1.3629190206241295), 'kernel': 'linear'}",24.50888170420415,1.3629190206241295,linear
13,0,0.3480952208032557,0.04468261335570909,0.35931047138447303,0.010707412565649175,"{'C': np.float64(40.461592301441), 'gamma': np.float64(0.25259600583307296), 'kernel': 'sigmoid'}",40.461592301441,0.25259600583307296,sigmoid
13,1,0.4417630672137037,0.04295998621172692,0.6088758763232132,0.004346874099005081,"{'C': np.float64(19.433626471201677), 'gamma': np.float64(0.019516473829982034), 'kernel': 'rbf'}",19.433626471201677,0.019516473829982034,rbf
13,2,0.37255618620403835,0.05380597757340779,0.37673247817500144,0.059088918395093254,"{'C': np.float64(53.55380495294501), 'gamma': np.float64(0.023618398005985298), 'kernel': 'sigmoid'}",53.55380495294501,0.023618398005985298,sigmoid
13,3,0.37237275178219215,0.06898823435291712,0.39633074408154156,0.055276878931547015,"{'C': np.float64(11.118710434358732), 'gamma': np.float64(0.025396337390984174), 'kernel': 'sigmoid'}",11.118710434358732,0.025396337390984174,sigmoid
13,4,0.3490878585806695,0.03750312768340863,0.3271992832810173,0.010857397426873373,"{'C': np.float64(5.253127113182716), 'gamma': np.float64(1.3535416909156188), 'kernel': 'sigmoid'}",5.253127113182716,1.3535416909156188,sigmoid
14,0,0.2778128298843266,0.04643744849727748,0.28405765607858235,0.013412063100910377,"{'C': np.float64(17.728739974191875), 'gamma': np.float64(0.028358888348047985), 'kernel': 'linear'}",17.728739974191875,0.028358888348047985,linear
14,1,0.3390238815434663,0.01846033413262587,0.31161804957506817,0.011352140399100536,"{'C': np.float64(29.813814895852477), 'gamma': np.float64(4.018133035926446), 'kernel': 'sigmoid'}",29.813814895852477,4.018133035926446,sigmoid
14,2,0.36589225005101134,0.04040768952730041,0.384140761280728,0.04290372129084059,"{'C': np.float64(50.34623597522576), 'gamma': np.float64(0.05844720135900776), 'kernel': 'sigmoid'}",50.34623597522576,0.05844720135900776,sigmoid
14,3,0.08800972948745872,0.021913904066580284,1.0,0.0,"{'C': np.float64(24.184492670777935), 'gamma': np.float64(2.4311380267545015), 'kernel': 'rbf'}",24.184492670777935,2.4311380267545015,rbf
14,4,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(51.6400982501931), 'gamma': np.float64(0.058608696262893716), 'kernel': 'linear'}",51.6400982501931,0.058608696262893716,linear
15,0,0.08017050891369312,0.019973792595816896,1.0,0.0,"{'C': np.float64(48.711491322528204), 'gamma': np.float64(2.8403288667421767), 'kernel': 'rbf'}",48.711491322528204,2.8403288667421767,rbf
15,1,0.393888286522593,0.05736625617416024,0.38741977845950587,0.03808788820309845,"{'C': np.float64(39.621820863603475), 'gamma': np.float64(0.08448747256476143), 'kernel': 'sigmoid'}",39.621820863603475,0.08448747256476143,sigmoid
15,2,0.441115800622332,0.04223712133127291,0.5940097789936218,0.00583404019195017,"{'C': np.float64(35.91343221218085), 'gamma': np.float64(0.014662494819795029), 'kernel': 'rbf'}",35.91343221218085,0.014662494819795029,rbf
15,3,0.06030251323031703,0.013243515328746432,1.0,0.0,"{'C': np.float64(42.879575324897466), 'gamma': np.float64(3.953095718498429), 'kernel': 'rbf'}",42.879575324897466,3.953095718498429,rbf
15,4,0.33794446664014244,0.03733740332697372,0.3154621901114788,0.015493875312657375,"{'C': np.float64(43.8141350945373), 'gamma': np.float64(3.052970743933435), 'kernel': 'sigmoid'}",43.8141350945373,3.052970743933435,sigmoid
16,0,0.3493326381056773,0.015807248028954186,0.30924184390759435,0.004242374603030736,"{'C': np.float64(35.107044629257345), 'gamma': np.float64(1.6702021523673232), 'kernel': 'sigmoid'}",35.107044629257345,1.6702021523673232,sigmoid
16,1,0.37322878471538734,0.04092825711993772,1.0,0.0,"{'C': np.float64(52.31167037636539), 'gamma': np.float64(0.4040008986527365), 'kernel': 'rbf'}",52.31167037636539,0.4040008986527365,rbf
16,2,0.035768480649844135,0.015583191346532271,1.0,0.0,"{'C': np.float64(20.204002119343723), 'gamma': np.float64(7.538568169648543), 'kernel': 'rbf'}",20.204002119343723,7.538568169648543,rbf
16,3,0.08017050891369312,0.019973792595816896,1.0,0.0,"{'C': np.float64(37.57342106543636), 'gamma': np.float64(2.969635937385781), 'kernel': 'rbf'}",37.57342106543636,2.969635937385781,rbf
16,4,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(48.27528789332239), 'gamma': np.float64(0.6068039952532769), 'kernel': 'linear'}",48.27528789332239,0.6068039952532769,linear
17,0,0.08017050891369312,0.019973792595816896,1.0,0.0,"{'C': np.float64(30.3596724301547), 'gamma': np.float64(2.969635937385781), 'kernel': 'rbf'}",30.3596724301547,2.969635937385781,rbf
17,1,0.2778128298843266,0.04643744849727748,0.28382145280723525,0.01316930518673626,"{'C': np.float64(34.390906291014176), 'gamma': np.float64(0.5745920657576142), 'kernel': 'linear'}",34.390906291014176,0.5745920657576142,linear
17,2,0.27936969337397916,0.04420132967673083,0.28412123594283933,0.013479488703705295,"{'C': np.float64(28.70204763892561), 'gamma': np.float64(0.5080696906447386), 'kernel': 'linear'}",28.70204763892561,0.5080696906447386,linear
17,3,0.4027368304364064,0.04238016077285948,0.3664022707116096,0.017554841947607373,"{'C': np.float64(12.9981841658262), 'gamma': np.float64(0.1666895981246261), 'kernel': 'sigmoid'}",12.9981841658262,0.1666895981246261,sigmoid
17,4,0.2778128298843266,0.04643744849727748,0.2841189681570618,0.013418793701725508,"{'C': np.float64(5.676101614003977), 'gamma': np.float64(0.04889482392451974), 'kernel': 'linear'}",5.676101614003977,0.04889482392451974,linear
18,0,0.3390807729372424,0.026181643919540847,0.3053561107935788,0.0052404407927766445,"{'C': np.float64(48.188919687667095), 'gamma': np.float64(7.538568169648543), 'kernel': 'sigmoid'}",48.188919687667095,7.538568169648543,sigmoid
18,1,0.34174174584068673,0.028811710280539624,0.32416284791896965,0.011875664988347226,"{'C': np.float64(18.20237782388397), 'gamma': np.float64(1.3535416909156188), 'kernel': 'sigmoid'}",18.20237782388397,1.3535416909156188,sigmoid
18,2,0.48533180630248385,0.029601603156403936,0.7052464370028974,0.012473635578860151,"{'C': np.float64(39.91469504721284), 'gamma': np.float64(0.02312970072258574), 'kernel': 'rbf'}",39.91469504721284,0.02312970072258574,rbf
18,3,0.39433675861010364,0.046275664045726604,0.36630374558479384,0.019466009323147803,"{'C': np.float64(28.15441021380167), 'gamma': np.float64(0.1666895981246261), 'kernel': 'sigmoid'}",28.15441021380167,0.1666895981246261,sigmoid
18,4,0.10736209422907801,0.024419014364287568,1.0,0.0,"{'C': np.float64(38.77588547262034), 'gamma': np.float64(1.6702021523673232), 'kernel': 'rbf'}",38.77588547262034,1.6702021523673232,rbf
19,0,0.27936969337397916,0.04420132967673083,0.28412123594283933,0.013479488703705295,"{'C': np.float64(26.63970349525708), 'gamma': np.float64(0.022777960179542873), 'kernel': 'linear'}",26.63970349525708,0.022777960179542873,linear
19,1,0.503688239552379,0.040483642496677054,0.9955486487614028,0.0010122493578823308,"{'C': np.float64(42.01807379956677), 'gamma': np.float64(0.1149112440891582), 'kernel': 'rbf'}",42.01807379956677,0.1149112440891582,rbf
19,2,0.2778128298843266,0.04643744849727748,0.28412123594283933,0.013479488703705295,"{'C': np.float64(31.146390146158744), 'gamma': np.float64(7.5860740921850836), 'kernel': 'linear'}",31.146390146158744,7.5860740921850836,linear
19,3,0.13000947003826785,0.028850363321646127,1.0,0.0,"{'C': np.float64(25.216267985167587), 'gamma': np.float64(1.3535416909156188), 'kernel': 'rbf'}",25.216267985167587,1.3535416909156188,rbf
19,4,0.4140803525602107,0.04155283384880858,1.0,0.0,"{'C': np.float64(14.540419933541), 'gamma': np.float64(0.344629453596559), 'kernel': 'rbf'}",14.540419933541,0.344629453596559,rbf
