search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,max_depth,min_samples_leaf,min_samples_split,n_estimators
3,8,0.5454594638418261,0.01692504121124589,0.7137856050941729,0.007233795732943743,"{'max_depth': 18, 'min_samples_leaf': 7, 'min_samples_split': 9, 'n_estimators': 188}",18,7,9,188
3,9,0.545826457427146,0.016178562007579472,0.691718624324941,0.005727153157488707,"{'max_depth': 23, 'min_samples_leaf': 7, 'min_samples_split': 18, 'n_estimators': 129}",23,7,18,129
3,10,0.5381053969522409,0.012529306130785482,0.6540838506148111,0.0067542776214381765,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 15, 'n_estimators': 135}",10,8,15,135
3,11,0.5691521793500868,0.01584968470613157,0.9763972205112703,0.0018266015141553897,"{'max_depth': 32, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 115}",32,2,4,115
3,12,0.5458097026905218,0.013248749440603199,0.71482308074769,0.005768176088884119,"{'max_depth': 24, 'min_samples_leaf': 7, 'min_samples_split': 13, 'n_estimators': 299}",24,7,13,299
3,13,0.5446893444765442,0.016604220372768687,0.7073421019398234,0.005913286207587789,"{'max_depth': 14, 'min_samples_leaf': 7, 'min_samples_split': 8, 'n_estimators': 200}",14,7,8,200
3,14,0.5525022738411571,0.012420209942279263,0.7354518841811638,0.009469115646689407,"{'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 19, 'n_estimators': 268}",13,2,19,268
3,15,0.5450141810464378,0.014011599018102396,0.7135764883575755,0.006867188463799581,"{'max_depth': 36, 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 257}",36,7,7,257
3,16,0.5402942516788795,0.01407472340674417,0.6880469791391526,0.008206820149993905,"{'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 114}",24,8,12,114
3,17,0.5232770750204498,0.017672122249869884,0.5992042793504071,0.00503923964221839,"{'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 6, 'n_estimators': 198}",7,5,6,198
3,18,0.5495136762900381,0.020999684123461697,0.7403318989705192,0.010137799828498795,"{'max_depth': 33, 'min_samples_leaf': 6, 'min_samples_split': 13, 'n_estimators': 21}",33,6,13,21
3,19,0.5425943985307622,0.018487272065691524,0.6752574626715242,0.0076463795873585524,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 19, 'n_estimators': 147}",20,8,19,147
3,20,0.5558904782156106,0.004754799593778166,0.7942975987483437,0.0038415763653911325,"{'max_depth': 26, 'min_samples_leaf': 1, 'min_samples_split': 19, 'n_estimators': 65}",26,1,19,65
3,21,0.5574176229261749,0.012679487685985483,0.8307855183400192,0.0050822801136670885,"{'max_depth': 26, 'min_samples_leaf': 4, 'min_samples_split': 9, 'n_estimators': 234}",26,4,9,234
3,22,0.5387735006439167,0.017479893569028696,0.6770649481555131,0.005815942190013667,"{'max_depth': 19, 'min_samples_leaf': 8, 'min_samples_split': 19, 'n_estimators': 252}",19,8,19,252
3,23,0.5602379911530957,0.012563012250290584,0.8465339463337,0.005065315768591147,"{'max_depth': 48, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 260}",48,4,2,260
3,24,0.5462106641282478,0.014363713959053767,0.7163626301389956,0.006751462851798758,"{'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 9, 'n_estimators': 153}",20,7,9,153
3,25,0.5384488110787309,0.013837540633912722,0.6671805886682257,0.008267672886929976,"{'max_depth': 20, 'min_samples_leaf': 9, 'min_samples_split': 3, 'n_estimators': 201}",20,9,3,201
3,26,0.5492871905892229,0.0062207874109854915,0.748928086062036,0.008528177639123176,"{'max_depth': 47, 'min_samples_leaf': 6, 'min_samples_split': 9, 'n_estimators': 93}",47,6,9,93
3,27,0.5347184244986072,0.0187317546417916,0.6666673597388354,0.007736771689923842,"{'max_depth': 11, 'min_samples_leaf': 8, 'min_samples_split': 11, 'n_estimators': 136}",11,8,11,136
3,28,0.5617212504080691,0.016607115281521725,0.8472596806578032,0.004023544913644829,"{'max_depth': 33, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 137}",33,4,2,137
3,29,0.5496987640633464,0.015533989890161923,0.7907767905077557,0.006614663122186458,"{'max_depth': 44, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 214}",44,5,4,214
3,30,0.5441091178312479,0.016166244525179414,0.7167591988938818,0.006429515032431656,"{'max_depth': 12, 'min_samples_leaf': 5, 'min_samples_split': 14, 'n_estimators': 23}",12,5,14,23
3,31,0.5768931667088901,0.007987463653198308,0.9773495607157638,0.0010894969839724772,"{'max_depth': 44, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 254}",44,2,2,254
3,32,0.537556216503585,0.014277303141335969,0.6665199548135184,0.007093609315846573,"{'max_depth': 48, 'min_samples_leaf': 9, 'min_samples_split': 18, 'n_estimators': 269}",48,9,18,269
3,33,0.5420232941661514,0.017433091235522852,0.6915379031140121,0.00825370292462805,"{'max_depth': 33, 'min_samples_leaf': 8, 'min_samples_split': 11, 'n_estimators': 195}",33,8,11,195
3,34,0.5479558752130158,0.015548666155297214,0.7072582366989718,0.006353936390289797,"{'max_depth': 12, 'min_samples_leaf': 5, 'min_samples_split': 16, 'n_estimators': 227}",12,5,16,227
3,35,0.5478467676182501,0.013224108244303888,0.715525270605114,0.005154080945496643,"{'max_depth': 22, 'min_samples_leaf': 7, 'min_samples_split': 11, 'n_estimators': 222}",22,7,11,222
3,36,0.542440185128582,0.017768447322711413,0.6858042110586797,0.00664720625812847,"{'max_depth': 16, 'min_samples_leaf': 8, 'min_samples_split': 11, 'n_estimators': 294}",16,8,11,294
3,37,0.5351514364049483,0.017419448737013416,0.6635135732379054,0.008303134547670732,"{'max_depth': 13, 'min_samples_leaf': 9, 'min_samples_split': 4, 'n_estimators': 68}",13,9,4,68
3,38,0.5559135381557204,0.008607591308797641,0.8200961526969273,0.006431754868827473,"{'max_depth': 29, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 114}",29,4,10,114
3,39,0.5305891999884366,0.01509207038838933,0.6702242124967516,0.0027838474606307626,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 124}",8,2,3,124
3,40,0.5477487572040395,0.00584046183087181,0.7507379487418592,0.0067054653464201685,"{'max_depth': 29, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 85}",29,6,12,85
3,41,0.5689271764223267,0.012412755393153042,0.9208699104043637,0.005571218466378923,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 62}",16,2,3,62
3,42,0.5413778005287543,0.015270032155471545,0.680061248149962,0.00621193641280574,"{'max_depth': 44, 'min_samples_leaf': 8, 'min_samples_split': 18, 'n_estimators': 166}",44,8,18,166
3,43,0.544529470020407,0.013067460987393422,0.79345042463953,0.005963519285899856,"{'max_depth': 27, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 66}",27,5,4,66
3,44,0.557943941833594,0.01551074743458032,0.8458493549687528,0.0024820243548083405,"{'max_depth': 32, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 105}",32,4,8,105
3,45,0.5679758515078335,0.01870381480061999,0.928666198497895,0.0021143612338007435,"{'max_depth': 41, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 14}",41,1,7,14
3,46,0.5426149136970294,0.01935768499513144,0.6902708369682532,0.010433632696668362,"{'max_depth': 21, 'min_samples_leaf': 8, 'min_samples_split': 14, 'n_estimators': 198}",21,8,14,198
3,47,0.5588799180350664,0.010888163194834013,0.7944973685489904,0.002047811086557054,"{'max_depth': 34, 'min_samples_leaf': 1, 'min_samples_split': 19, 'n_estimators': 72}",34,1,19,72
3,48,0.5376191281382954,0.01171100558228676,0.6668534480852578,0.0072764851141909215,"{'max_depth': 34, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 248}",34,9,8,248
3,49,0.5467801882185533,0.015421734082122803,0.7135630777127011,0.006230914666598007,"{'max_depth': 49, 'min_samples_leaf': 6, 'min_samples_split': 17, 'n_estimators': 190}",49,6,17,190
3,50,0.5296851211471815,0.011136242552126138,0.6466815379575894,0.006978495507771437,"{'max_depth': 9, 'min_samples_leaf': 5, 'min_samples_split': 18, 'n_estimators': 71}",9,5,18,71
3,51,0.5502408969720974,0.011141210504754272,0.7927057306241196,0.007913274069884731,"{'max_depth': 36, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 111}",36,5,4,111
3,52,0.5590440156126069,0.009117738834403664,0.8129018810412661,0.005388974480795402,"{'max_depth': 19, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 248}",19,3,12,248
3,53,0.5441546245302604,0.01701489518686238,0.7283200268012364,0.006487771618150009,"{'max_depth': 42, 'min_samples_leaf': 6, 'min_samples_split': 15, 'n_estimators': 137}",42,6,15,137
3,54,0.5539961251827192,0.016401963850492782,0.788696170107688,0.006810986272906298,"{'max_depth': 18, 'min_samples_leaf': 5, 'min_samples_split': 9, 'n_estimators': 204}",18,5,9,204
3,55,0.5436410867914543,0.015744219212287774,0.7152388163799638,0.0063154395640586695,"{'max_depth': 25, 'min_samples_leaf': 7, 'min_samples_split': 8, 'n_estimators': 275}",25,7,8,275
3,56,0.5503436431954205,0.007288377049091734,0.7532817070342507,0.007335465889333677,"{'max_depth': 14, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 266}",14,2,18,266
3,57,0.5403463723295254,0.016150785597627858,0.663928277247741,0.009812136669422808,"{'max_depth': 32, 'min_samples_leaf': 9, 'min_samples_split': 19, 'n_estimators': 60}",32,9,19,60
3,58,0.5467113932848289,0.014917620363797764,0.7355831506330717,0.0068743777557344725,"{'max_depth': 33, 'min_samples_leaf': 6, 'min_samples_split': 14, 'n_estimators': 228}",33,6,14,228
3,59,0.5468679755763104,0.015703857098164895,0.7155535516165884,0.006392337182078244,"{'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 3, 'n_estimators': 172}",20,7,3,172
3,60,0.553442996993238,0.011581371215172819,0.7598771212226538,0.0070760143606780216,"{'max_depth': 32, 'min_samples_leaf': 3, 'min_samples_split': 17, 'n_estimators': 116}",32,3,17,116
3,61,0.5390947884893043,0.014371964591711028,0.6676419341273709,0.00784503978256996,"{'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 17, 'n_estimators': 113}",30,9,17,113
3,62,0.5409532054763325,0.016573011674810716,0.6884325651515223,0.008043695318885295,"{'max_depth': 19, 'min_samples_leaf': 8, 'min_samples_split': 14, 'n_estimators': 188}",19,8,14,188
3,63,0.5331373130256347,0.014048063916586976,0.6615979768483732,0.003976675006873949,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 202}",8,2,6,202
3,64,0.5530932322533271,0.012979123720844294,0.8060791624591761,0.006759946756992044,"{'max_depth': 43, 'min_samples_leaf': 4, 'min_samples_split': 11, 'n_estimators': 210}",43,4,11,210
3,65,0.5397375625892377,0.02087830111988601,0.6902372848365113,0.009116713772591897,"{'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 13, 'n_estimators': 226}",30,8,13,226
3,66,0.5472632255768032,0.009307248107903442,0.7475493017366927,0.006755095519414399,"{'max_depth': 29, 'min_samples_leaf': 6, 'min_samples_split': 8, 'n_estimators': 129}",29,6,8,129
3,67,0.5507865162873389,0.011934902953702642,0.7901306045529493,0.006910647238918978,"{'max_depth': 23, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 142}",23,5,4,142
3,68,0.563775036496202,0.012365830512205658,0.9387190615074228,0.006669877968434813,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 19}",30,2,5,19
3,69,0.5541213104247863,0.0065340416606755386,0.7219842188432751,0.007198962282917788,"{'max_depth': 13, 'min_samples_leaf': 3, 'min_samples_split': 19, 'n_estimators': 144}",13,3,19,144
3,70,0.545104789017884,0.014710635678973943,0.7151463080156237,0.00700939828904694,"{'max_depth': 36, 'min_samples_leaf': 7, 'min_samples_split': 2, 'n_estimators': 171}",36,7,2,171
3,71,0.5517424078425762,0.012739642593980225,0.7540914213264104,0.009702646890497395,"{'max_depth': 24, 'min_samples_leaf': 5, 'min_samples_split': 14, 'n_estimators': 192}",24,5,14,192
3,72,0.5569039875421367,0.008074246692433763,0.8185345030598808,0.0038395222205502033,"{'max_depth': 46, 'min_samples_leaf': 1, 'min_samples_split': 17, 'n_estimators': 128}",46,1,17,128
3,73,0.5666667054158959,0.0092048839554973,0.9267323260990485,0.0024929170840323313,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 142}",30,1,9,142
3,74,0.5324011314392398,0.021536350267750123,0.6281990210864412,0.0088605917740328,"{'max_depth': 9, 'min_samples_leaf': 8, 'min_samples_split': 18, 'n_estimators': 21}",9,8,18,21
3,75,0.5608897281205392,0.007188015450028195,0.8857835597697431,0.002887271875821794,"{'max_depth': 42, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 154}",42,1,12,154
3,76,0.5562707496361202,0.008229064709829334,0.8175940470492931,0.002665746153785077,"{'max_depth': 16, 'min_samples_leaf': 4, 'min_samples_split': 9, 'n_estimators': 261}",16,4,9,261
3,77,0.5350965648506325,0.019348456620449546,0.6883087562482162,0.008407168933089432,"{'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 14, 'n_estimators': 34}",30,8,14,34
3,78,0.5501156769420004,0.014100843810331474,0.7242067277512014,0.00981025921454137,"{'max_depth': 17, 'min_samples_leaf': 4, 'min_samples_split': 19, 'n_estimators': 172}",17,4,19,172
3,79,0.5611029660699132,0.015342860060400006,0.8432345943225974,0.0026154116873572963,"{'max_depth': 28, 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 94}",28,4,7,94
4,0,0.551499636946479,0.016580463177715055,0.725707026575914,0.0067338627133606615,"{'max_depth': 33, 'min_samples_leaf': 4, 'min_samples_split': 19, 'n_estimators': 170}",33,4,19,170
4,1,0.5448268280326494,0.016032329564870502,0.703715399634598,0.009486723553931577,"{'max_depth': 28, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 168}",28,6,18,168
4,2,0.5607112756567424,0.009859835573754241,0.7832500014025146,0.007310758851343556,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 17, 'n_estimators': 67}",20,2,17,67
4,3,0.5497735534603566,0.015765860640637418,0.7900040926220424,0.00685091843190555,"{'max_depth': 48, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 160}",48,5,4,160
4,4,0.54757515263357,0.018419434031104444,0.7133408468958807,0.007284961180538661,"{'max_depth': 32, 'min_samples_leaf': 6, 'min_samples_split': 17, 'n_estimators': 275}",32,6,17,275
4,5,0.5398895796328336,0.017490393549426417,0.7000161030882298,0.005714407462801675,"{'max_depth': 21, 'min_samples_leaf': 6, 'min_samples_split': 19, 'n_estimators': 59}",21,6,19,59
4,6,0.5460945112488663,0.01696046188295412,0.6952372521916497,0.00623246308032356,"{'max_depth': 15, 'min_samples_leaf': 6, 'min_samples_split': 19, 'n_estimators': 231}",15,6,19,231
4,7,0.538898508163475,0.01131211649921637,0.6665817228198527,0.005693783133527512,"{'max_depth': 21, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 179}",21,9,5,179
4,8,0.5459934633942226,0.010657179916530831,0.748253650828448,0.008165494287621543,"{'max_depth': 45, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 167}",45,6,2,167
4,9,0.5460396816488136,0.013146325522460563,0.7155057701277683,0.006999103333113524,"{'max_depth': 42, 'min_samples_leaf': 7, 'min_samples_split': 10, 'n_estimators': 298}",42,7,10,298
4,10,0.5555186657578478,0.010049586659815368,0.8065529917479415,0.005014468371167234,"{'max_depth': 31, 'min_samples_leaf': 2, 'min_samples_split': 15, 'n_estimators': 286}",31,2,15,286
4,11,0.5383453164051615,0.014852500923410951,0.6979515786955421,0.006624327711788765,"{'max_depth': 12, 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 205}",12,7,7,205
4,12,0.5674897158783967,0.010085631543533329,0.8638829331358929,0.0010473768299849257,"{'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 78}",15,3,2,78
4,13,0.5480251505439873,0.00875460541341377,0.8070448653698523,0.00962132640217359,"{'max_depth': 42, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 22}",42,3,12,22
4,14,0.5416479735427085,0.013566722681131203,0.6660437132732547,0.007570526610938282,"{'max_depth': 38, 'min_samples_leaf': 9, 'min_samples_split': 10, 'n_estimators': 64}",38,9,10,64
4,15,0.5396417991750604,0.015129812259186512,0.6892929361148671,0.009192962731761702,"{'max_depth': 31, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 138}",31,8,16,138
4,16,0.5513439133227042,0.008826835385834158,0.7807972630793122,0.007659039504539727,"{'max_depth': 16, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 196}",16,5,8,196
4,17,0.5492543429438952,0.018774624875714525,0.7173383343585991,0.008816641145055853,"{'max_depth': 33, 'min_samples_leaf': 5, 'min_samples_split': 18, 'n_estimators': 233}",33,5,18,233
4,18,0.5337750350251438,0.013027508960167512,0.7074339790467212,0.011338104208983466,"{'max_depth': 43, 'min_samples_leaf': 7, 'min_samples_split': 4, 'n_estimators': 15}",43,7,4,15
4,19,0.527028801690032,0.011122629572536704,0.6341636765470445,0.005726655084779003,"{'max_depth': 9, 'min_samples_leaf': 8, 'min_samples_split': 17, 'n_estimators': 50}",9,8,17,50
4,20,0.5613922453546736,0.005191046023817512,0.7991673233321824,0.004084969797857674,"{'max_depth': 31, 'min_samples_leaf': 1, 'min_samples_split': 19, 'n_estimators': 225}",31,1,19,225
4,21,0.5405591015914547,0.015140776338397213,0.7004275243325886,0.007261352265418521,"{'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 17, 'n_estimators': 249}",20,7,17,249
4,22,0.5392954210162372,0.018474591922391943,0.6641665115073897,0.008901396569405733,"{'max_depth': 17, 'min_samples_leaf': 9, 'min_samples_split': 12, 'n_estimators': 121}",17,9,12,121
4,23,0.5396631819502817,0.016131027442125096,0.7123968490686104,0.011285867975250977,"{'max_depth': 22, 'min_samples_leaf': 7, 'min_samples_split': 12, 'n_estimators': 21}",22,7,12,21
4,24,0.5381781243011818,0.017598663494104914,0.7184872140026974,0.007176539691189598,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 261}",10,4,10,261
4,25,0.533203108389769,0.011470038585922262,0.6468042347969285,0.008715101149345579,"{'max_depth': 9, 'min_samples_leaf': 6, 'min_samples_split': 16, 'n_estimators': 163}",9,6,16,163
4,26,0.566625267102273,0.015339669232422231,0.9072515348530257,0.004564099132589484,"{'max_depth': 44, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 72}",44,3,3,72
4,27,0.5418864456439738,0.017849954363360523,0.7708937143918091,0.004870131532097883,"{'max_depth': 35, 'min_samples_leaf': 5, 'min_samples_split': 12, 'n_estimators': 29}",35,5,12,29
4,28,0.5388348898038039,0.01397327024893838,0.6995255119477621,0.006239051852193078,"{'max_depth': 38, 'min_samples_leaf': 7, 'min_samples_split': 17, 'n_estimators': 296}",38,7,17,296
4,29,0.538001178857775,0.01558683749561044,0.666321166863044,0.0061495176508079155,"{'max_depth': 22, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 97}",22,9,8,97
4,30,0.5375873705346351,0.013110686182032844,0.6679681761102875,0.007744729068381684,"{'max_depth': 48, 'min_samples_leaf': 9, 'min_samples_split': 14, 'n_estimators': 148}",48,9,14,148
4,31,0.5605162563915471,0.008887611076977265,0.8334239070233156,0.004962291087183866,"{'max_depth': 39, 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 251}",39,1,16,251
4,32,0.566835239959558,0.014564490193982595,0.9070569469079075,0.004071804591810459,"{'max_depth': 49, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 74}",49,3,4,74
4,33,0.5588358211287517,0.012351009317919185,0.8574215813965644,0.0038540059884472817,"{'max_depth': 22, 'min_samples_leaf': 2, 'min_samples_split': 11, 'n_estimators': 62}",22,2,11,62
4,34,0.5449463629893028,0.01067725791876656,0.6974376306300081,0.005236944026677652,"{'max_depth': 47, 'min_samples_leaf': 6, 'min_samples_split': 19, 'n_estimators': 12}",47,6,19,12
4,35,0.5379136248173081,0.017905304229129552,0.6638529738231224,0.006958063658598698,"{'max_depth': 19, 'min_samples_leaf': 9, 'min_samples_split': 19, 'n_estimators': 254}",19,9,19,254
4,36,0.550404757550218,0.013756565825770613,0.7351283720698605,0.007521634767714959,"{'max_depth': 25, 'min_samples_leaf': 4, 'min_samples_split': 18, 'n_estimators': 198}",25,4,18,198
4,37,0.5438884599001943,0.011669518089666448,0.7182867230777472,0.006879024261525647,"{'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 4, 'n_estimators': 126}",20,7,4,126
4,38,0.5236594966478825,0.014623844216762195,0.6024890895394867,0.005015362768045925,"{'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 238}",7,4,4,238
4,39,0.556602155670795,0.012215412970589822,0.759242504701843,0.00706350793909235,"{'max_depth': 17, 'min_samples_leaf': 2, 'min_samples_split': 19, 'n_estimators': 271}",17,2,19,271
4,40,0.5549041282607832,0.010784116232063384,0.8299986415368183,0.0030866201998634,"{'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 136}",13,2,8,136
4,41,0.5509752182530141,0.007682067726079257,0.8177860371998626,0.0012228812573432087,"{'max_depth': 11, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 236}",11,1,4,236
4,42,0.53485787295692,0.018594170381460263,0.6833231255145791,0.006297463774172568,"{'max_depth': 44, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 9}",44,8,12,9
4,43,0.548639270191033,0.014464440523748906,0.7470089068995502,0.008059343777506453,"{'max_depth': 20, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 153}",20,6,5,153
4,44,0.5141395480138228,0.015783374568912736,0.5349909299068527,0.004680882694452781,"{'max_depth': 5, 'min_samples_leaf': 7, 'min_samples_split': 19, 'n_estimators': 159}",5,7,19,159
4,45,0.5407618296263765,0.022256347391265318,0.6902201498465004,0.008419815102495697,"{'max_depth': 25, 'min_samples_leaf': 8, 'min_samples_split': 3, 'n_estimators': 224}",25,8,3,224
4,46,0.5391165940166558,0.0100566712701704,0.6607634373087617,0.007123482695737903,"{'max_depth': 15, 'min_samples_leaf': 9, 'min_samples_split': 19, 'n_estimators': 44}",15,9,19,44
4,47,0.5449080614271458,0.01896944281204735,0.7243416408765302,0.007925083607530605,"{'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 17, 'n_estimators': 227}",30,5,17,227
4,48,0.5486203898523525,0.015057789914434964,0.7331057291132319,0.00550491993608935,"{'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 47}",14,5,15,47
4,49,0.5375428161152657,0.015300296881355866,0.6510327408183908,0.005564181884132886,"{'max_depth': 11, 'min_samples_leaf': 9, 'min_samples_split': 10, 'n_estimators': 87}",11,9,10,87
4,50,0.540971808223396,0.01391139224619659,0.6681023541125889,0.009430117001475861,"{'max_depth': 21, 'min_samples_leaf': 9, 'min_samples_split': 17, 'n_estimators': 67}",21,9,17,67
4,51,0.5460571584093936,0.013576794159370697,0.7155100434309335,0.00447891134510871,"{'max_depth': 24, 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 229}",24,7,7,229
4,52,0.5535654804380623,0.00998945460070908,0.8189806792136569,0.003470974101045274,"{'max_depth': 13, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 46}",13,1,10,46
4,53,0.5553396420171459,0.01698338112365817,0.817551124769772,0.003779106005793084,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 183}",20,4,10,183
4,54,0.5147732081816874,0.01424334967442145,0.5374878014121064,0.005040859342482686,"{'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 112}",5,8,6,112
4,55,0.543029563636008,0.012043190657965238,0.7058873760239586,0.007321634898725976,"{'max_depth': 40, 'min_samples_leaf': 7, 'min_samples_split': 16, 'n_estimators': 231}",40,7,16,231
4,56,0.5478577390850062,0.01445373208710275,0.765409078864711,0.0028990765400659347,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 13, 'n_estimators': 55}",15,4,13,55
4,57,0.537958612684603,0.014042522696382337,0.6671678480962611,0.008875865765237374,"{'max_depth': 25, 'min_samples_leaf': 9, 'min_samples_split': 15, 'n_estimators': 221}",25,9,15,221
4,58,0.5269203064941195,0.015965969495916957,0.588089122351289,0.0037725072697779223,"{'max_depth': 7, 'min_samples_leaf': 7, 'min_samples_split': 5, 'n_estimators': 127}",7,7,5,127
4,59,0.5660309107238031,0.008026380412431198,0.9084647082614478,0.005288190389170961,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 90}",15,2,2,90
4,60,0.5358713825775465,0.011968307825040013,0.6671127776729396,0.007371209907458784,"{'max_depth': 49, 'min_samples_leaf': 9, 'min_samples_split': 10, 'n_estimators': 193}",49,9,10,193
4,61,0.5576713043761397,0.019996406047964446,0.8418841715645566,0.0044454527320214755,"{'max_depth': 21, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 59}",21,4,2,59
4,62,0.5712373391824628,0.011110114715507954,0.9431501147920999,0.0022379459901551305,"{'max_depth': 47, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 14}",47,1,6,14
4,63,0.540227758383767,0.010814109579313278,0.7166749957964185,0.00535542981341434,"{'max_depth': 45, 'min_samples_leaf': 7, 'min_samples_split': 10, 'n_estimators': 84}",45,7,10,84
4,64,0.5339883122603102,0.013857386211704832,0.6619560211852434,0.008315555097732626,"{'max_depth': 13, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 262}",13,9,8,262
4,65,0.5401911172237217,0.018585223839859402,0.6893994514931656,0.006795994761014614,"{'max_depth': 38, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 243}",38,8,16,243
4,66,0.5615024308816227,0.006020948203630085,0.8083006725979688,0.0036657398916920595,"{'max_depth': 21, 'min_samples_leaf': 1, 'min_samples_split': 18, 'n_estimators': 127}",21,1,18,127
4,67,0.566712782704939,0.006979270397489376,0.9162260956508407,0.0026912540890063658,"{'max_depth': 35, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 297}",35,3,5,297
4,68,0.5593983881317519,0.008983626338921698,0.8913311631882352,0.00326174377150441,"{'max_depth': 45, 'min_samples_leaf': 2, 'min_samples_split': 9, 'n_estimators': 97}",45,2,9,97
4,69,0.5324982020907566,0.015619846711244542,0.7615210583506494,0.012353145941409308,"{'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 13}",14,5,2,13
4,70,0.5396530782076757,0.015194486516897709,0.6892585650364395,0.00885312944268293,"{'max_depth': 23, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 186}",23,8,12,186
