search_idx,best_score,best_params,cv_results
10,0.06509090862010257,"{'learning_rate': np.float64(0.07260895706063242), 'n_epochs': 311, 'prototypes_per_class': 17}","{'mean_fit_time': array([118.82521214, 156.39453197, 202.69193048, 105.05379624,
        44.35037737]), 'std_fit_time': array([1.61639955, 7.02607417, 2.9246228 , 9.83179054, 3.73935264]), 'mean_score_time': array([0.03019247, 0.039956  , 0.03141837, 0.02957554, 0.02670074]), 'std_score_time': array([0.00162765, 0.00549971, 0.00287608, 0.01039101, 0.0022536 ]), 'param_learning_rate': masked_array(data=[0.8241103407097919, 0.21177063993129397,
                   0.6362133648107298, 0.8369242078710649,
                   0.07260895706063242],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[829, 974, 957, 533, 311],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[14, 33, 92, 98, 17],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.8241103407097919), 'n_epochs': 829, 'prototypes_per_class': 14}, {'learning_rate': np.float64(0.21177063993129397), 'n_epochs': 974, 'prototypes_per_class': 33}, {'learning_rate': np.float64(0.6362133648107298), 'n_epochs': 957, 'prototypes_per_class': 92}, {'learning_rate': np.float64(0.8369242078710649), 'n_epochs': 533, 'prototypes_per_class': 98}, {'learning_rate': np.float64(0.07260895706063242), 'n_epochs': 311, 'prototypes_per_class': 17}], 'split0_test_score': array([0.        , 0.03703704, 0.        , 0.        , 0.03846154]), 'split1_test_score': array([0.        , 0.04545455, 0.        , 0.        , 0.10526316]), 'split2_test_score': array([0.        , 0.07142857, 0.        , 0.        , 0.0754717 ]), 'split3_test_score': array([0.        , 0.08163265, 0.        , 0.        , 0.03846154]), 'split4_test_score': array([0.        , 0.08163265, 0.        , 0.        , 0.06779661]), 'mean_test_score': array([0.        , 0.06343709, 0.        , 0.        , 0.06509091]), 'std_test_score': array([0.       , 0.0186888, 0.       , 0.       , 0.0250884]), 'rank_test_score': array([3, 2, 3, 3, 1], dtype=int32), 'split0_train_score': array([0.        , 0.19191919, 0.        , 0.        , 0.18      ]), 'split1_train_score': array([0.        , 0.14141414, 0.        , 0.        , 0.16080402]), 'split2_train_score': array([0.        , 0.18719212, 0.        , 0.        , 0.1773399 ]), 'split3_train_score': array([0.        , 0.22009569, 0.        , 0.        , 0.15463918]), 'split4_train_score': array([0.        , 0.12765957, 0.        , 0.        , 0.15      ]), 'mean_train_score': array([0.        , 0.17365614, 0.        , 0.        , 0.16455662]), 'std_train_score': array([0.        , 0.03414271, 0.        , 0.        , 0.01205191])}"
11,0.017391304347826087,"{'learning_rate': np.float64(0.45587540240575286), 'n_epochs': 712, 'prototypes_per_class': 64}","{'mean_fit_time': array([164.15227151, 143.59922104, 172.68190637, 126.21098437,
        23.44831672]), 'std_fit_time': array([ 3.17281326,  8.29483182,  4.25965037, 28.50667343,  1.93878079]), 'mean_score_time': array([0.03975763, 0.04146848, 0.03565822, 0.02488575, 0.02754045]), 'std_score_time': array([0.00536131, 0.00128406, 0.0038006 , 0.00748043, 0.00299842]), 'param_learning_rate': masked_array(data=[0.8476624072101339, 0.45587540240575286,
                   0.7252331172209213, 0.4896629899184569,
                   0.7366550719423965],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[935, 712, 906, 876, 139],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[38, 64, 59, 70, 76],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.8476624072101339), 'n_epochs': 935, 'prototypes_per_class': 38}, {'learning_rate': np.float64(0.45587540240575286), 'n_epochs': 712, 'prototypes_per_class': 64}, {'learning_rate': np.float64(0.7252331172209213), 'n_epochs': 906, 'prototypes_per_class': 59}, {'learning_rate': np.float64(0.4896629899184569), 'n_epochs': 876, 'prototypes_per_class': 70}, {'learning_rate': np.float64(0.7366550719423965), 'n_epochs': 139, 'prototypes_per_class': 76}], 'split0_test_score': array([0., 0., 0., 0., 0.]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0.        , 0.08695652, 0.        , 0.        , 0.        ]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0.       , 0.0173913, 0.       , 0.       , 0.       ]), 'std_test_score': array([0.        , 0.03478261, 0.        , 0.        , 0.        ]), 'rank_test_score': array([2, 1, 2, 2, 2], dtype=int32), 'split0_train_score': array([0.        , 0.1443299 , 0.        , 0.04469274, 0.        ]), 'split1_train_score': array([0.        , 0.07608696, 0.        , 0.01129944, 0.        ]), 'split2_train_score': array([0.        , 0.07486631, 0.        , 0.05347594, 0.        ]), 'split3_train_score': array([0.        , 0.03351955, 0.        , 0.        , 0.01136364]), 'split4_train_score': array([0.        , 0.07692308, 0.        , 0.01136364, 0.        ]), 'mean_train_score': array([0.        , 0.08114516, 0.        , 0.02416635, 0.00227273]), 'std_train_score': array([0.        , 0.03561838, 0.        , 0.0209469 , 0.00454545])}"
12,0.06812156400275177,"{'learning_rate': np.float64(0.18587668776145172), 'n_epochs': 370, 'prototypes_per_class': 57}","{'mean_fit_time': array([129.46982837,  72.37417431,   7.6700295 , 122.01080565,
        45.0868515 ]), 'std_fit_time': array([1.17452154, 2.85388228, 0.16245092, 1.48362167, 1.91223538]), 'mean_score_time': array([0.01683226, 0.04022794, 0.02632914, 0.02090449, 0.0358953 ]), 'std_score_time': array([0.00206829, 0.00298476, 0.00068486, 0.0021592 , 0.0035891 ]), 'param_learning_rate': masked_array(data=[0.42118296714077386, 0.18587668776145172,
                   0.009605452008769277, 0.8023812560164609,
                   0.3818758261029199],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[948, 370, 59, 758, 262],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[16, 57, 7, 53, 63],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.42118296714077386), 'n_epochs': 948, 'prototypes_per_class': 16}, {'learning_rate': np.float64(0.18587668776145172), 'n_epochs': 370, 'prototypes_per_class': 57}, {'learning_rate': np.float64(0.009605452008769277), 'n_epochs': 59, 'prototypes_per_class': 7}, {'learning_rate': np.float64(0.8023812560164609), 'n_epochs': 758, 'prototypes_per_class': 53}, {'learning_rate': np.float64(0.3818758261029199), 'n_epochs': 262, 'prototypes_per_class': 63}], 'split0_test_score': array([0.        , 0.09375   , 0.07142857, 0.        , 0.07692308]), 'split1_test_score': array([0.        , 0.03773585, 0.07692308, 0.        , 0.        ]), 'split2_test_score': array([0.        , 0.06896552, 0.        , 0.        , 0.07843137]), 'split3_test_score': array([0.        , 0.03846154, 0.        , 0.        , 0.08333333]), 'split4_test_score': array([0.        , 0.10169492, 0.03773585, 0.        , 0.        ]), 'mean_test_score': array([0.        , 0.06812156, 0.0372175 , 0.        , 0.04773756]), 'std_test_score': array([0.        , 0.02678697, 0.03321892, 0.        , 0.03903515]), 'rank_test_score': array([4, 1, 3, 4, 2], dtype=int32), 'split0_train_score': array([0.        , 0.32142857, 0.15384615, 0.        , 0.21621622]), 'split1_train_score': array([0.        , 0.31818182, 0.11282051, 0.        , 0.11640212]), 'split2_train_score': array([0.        , 0.34188034, 0.07526882, 0.        , 0.22222222]), 'split3_train_score': array([0.        , 0.26540284, 0.13      , 0.        , 0.08648649]), 'split4_train_score': array([0.        , 0.29955947, 0.11518325, 0.        , 0.12307692]), 'mean_train_score': array([0.        , 0.30929061, 0.11742375, 0.        , 0.15288079]), 'std_train_score': array([0.        , 0.02572666, 0.02564372, 0.        , 0.05558197])}"
13,0.11710482441075087,"{'learning_rate': np.float64(0.2189698132600466), 'n_epochs': 879, 'prototypes_per_class': 78}","{'mean_fit_time': array([ 73.1484755 , 145.91692491,  17.31600609, 168.93782744,
       154.4242094 ]), 'std_fit_time': array([3.26551215, 1.49531814, 1.15243983, 4.41598965, 9.94043723]), 'mean_score_time': array([0.04327393, 0.03174109, 0.03559852, 0.02831545, 0.02131662]), 'std_score_time': array([0.0005994 , 0.00234381, 0.00641536, 0.00373004, 0.00046201]), 'param_learning_rate': masked_array(data=[0.094108286671858, 0.4848599804636461,
                   0.2865442354647988, 0.2189698132600466,
                   0.3108164949672573],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[345, 873, 104, 879, 970],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[73, 38, 36, 78, 72],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.094108286671858), 'n_epochs': 345, 'prototypes_per_class': 73}, {'learning_rate': np.float64(0.4848599804636461), 'n_epochs': 873, 'prototypes_per_class': 38}, {'learning_rate': np.float64(0.2865442354647988), 'n_epochs': 104, 'prototypes_per_class': 36}, {'learning_rate': np.float64(0.2189698132600466), 'n_epochs': 879, 'prototypes_per_class': 78}, {'learning_rate': np.float64(0.3108164949672573), 'n_epochs': 970, 'prototypes_per_class': 72}], 'split0_test_score': array([0.11111111, 0.        , 0.        , 0.15151515, 0.0754717 ]), 'split1_test_score': array([0.13888889, 0.        , 0.        , 0.10344828, 0.07843137]), 'split2_test_score': array([0.11363636, 0.        , 0.03636364, 0.16901408, 0.03773585]), 'split3_test_score': array([0.07317073, 0.        , 0.12244898, 0.09375   , 0.10909091]), 'split4_test_score': array([0.10666667, 0.        , 0.04166667, 0.06779661, 0.03846154]), 'mean_test_score': array([0.10869475, 0.        , 0.04009586, 0.11710482, 0.06783827]), 'std_test_score': array([0.02101434, 0.        , 0.04475218, 0.03752837, 0.02698671]), 'rank_test_score': array([2, 5, 4, 1, 3], dtype=int32), 'split0_train_score': array([0.49230769, 0.01136364, 0.14358974, 0.3930131 , 0.24528302]), 'split1_train_score': array([0.48      , 0.        , 0.10582011, 0.33628319, 0.2       ]), 'split2_train_score': array([0.4962406 , 0.02259887, 0.19900498, 0.38174274, 0.24      ]), 'split3_train_score': array([0.49420849, 0.        , 0.12565445, 0.34934498, 0.23300971]), 'split4_train_score': array([0.43027888, 0.        , 0.08695652, 0.32142857, 0.18905473]), 'mean_train_score': array([0.47860713, 0.0067925 , 0.13220516, 0.35636251, 0.22146949]), 'std_train_score': array([0.02481776, 0.009046  , 0.03841444, 0.02705634, 0.02260662])}"
14,0.06721638552267355,"{'learning_rate': np.float64(0.24884955351126103), 'n_epochs': 396, 'prototypes_per_class': 56}","{'mean_fit_time': array([86.91640134, 25.79903307, 22.64894867, 69.66731582, 82.67034578]), 'std_fit_time': array([1.22426171, 2.14608637, 1.16257218, 3.12270986, 0.7944096 ]), 'mean_score_time': array([0.03357725, 0.02914381, 0.03902125, 0.02438011, 0.01394033]), 'std_score_time': array([0.00518609, 0.00047062, 0.01069844, 0.00609734, 0.00026606]), 'param_learning_rate': masked_array(data=[0.9851918505425767, 0.6747016246691375,
                   0.3554464646410236, 0.24884955351126103,
                   0.8783014214970877],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[449, 172, 137, 396, 714],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[65, 15, 23, 56, 13],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.9851918505425767), 'n_epochs': 449, 'prototypes_per_class': 65}, {'learning_rate': np.float64(0.6747016246691375), 'n_epochs': 172, 'prototypes_per_class': 15}, {'learning_rate': np.float64(0.3554464646410236), 'n_epochs': 137, 'prototypes_per_class': 23}, {'learning_rate': np.float64(0.24884955351126103), 'n_epochs': 396, 'prototypes_per_class': 56}, {'learning_rate': np.float64(0.8783014214970877), 'n_epochs': 714, 'prototypes_per_class': 13}], 'split0_test_score': array([0.        , 0.        , 0.        , 0.03846154, 0.        ]), 'split1_test_score': array([0.        , 0.        , 0.        , 0.04166667, 0.        ]), 'split2_test_score': array([0.        , 0.        , 0.        , 0.07407407, 0.        ]), 'split3_test_score': array([0.        , 0.        , 0.04347826, 0.07843137, 0.        ]), 'split4_test_score': array([0.        , 0.        , 0.        , 0.10344828, 0.        ]), 'mean_test_score': array([0.        , 0.        , 0.00869565, 0.06721639, 0.        ]), 'std_test_score': array([0.        , 0.        , 0.0173913 , 0.02435234, 0.        ]), 'rank_test_score': array([3, 3, 2, 1, 3], dtype=int32), 'split0_train_score': array([0.        , 0.        , 0.05555556, 0.24509804, 0.        ]), 'split1_train_score': array([0.        , 0.        , 0.01129944, 0.2293578 , 0.        ]), 'split2_train_score': array([0.        , 0.        , 0.01136364, 0.24630542, 0.        ]), 'split3_train_score': array([0.        , 0.        , 0.03351955, 0.25471698, 0.        ]), 'split4_train_score': array([0.        , 0.        , 0.03370787, 0.21052632, 0.        ]), 'mean_train_score': array([0.        , 0.        , 0.02908921, 0.23720091, 0.        ]), 'std_train_score': array([0.        , 0.        , 0.01656562, 0.01565323, 0.        ])}"
15,0.05665984885585611,"{'learning_rate': np.float64(0.08834964290217506), 'n_epochs': 55, 'prototypes_per_class': 23}","{'mean_fit_time': array([  9.5087235 ,  28.10047607, 129.51706309,  70.52930951,
        95.44343743]), 'std_fit_time': array([1.1481566 , 1.64934872, 0.52361353, 0.96648516, 3.34287157]), 'mean_score_time': array([0.03534093, 0.04281654, 0.01784191, 0.03930874, 0.02706242]), 'std_score_time': array([0.00410606, 0.0061292 , 0.00153233, 0.00041039, 0.00547083]), 'param_learning_rate': masked_array(data=[0.08834964290217506, 0.41206107063891273,
                   0.5669558907615055, 0.4877590585213535,
                   0.42568726138828505],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[55, 148, 937, 387, 660],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[23, 57, 38, 59, 49],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.08834964290217506), 'n_epochs': 55, 'prototypes_per_class': 23}, {'learning_rate': np.float64(0.41206107063891273), 'n_epochs': 148, 'prototypes_per_class': 57}, {'learning_rate': np.float64(0.5669558907615055), 'n_epochs': 937, 'prototypes_per_class': 38}, {'learning_rate': np.float64(0.4877590585213535), 'n_epochs': 387, 'prototypes_per_class': 59}, {'learning_rate': np.float64(0.42568726138828505), 'n_epochs': 660, 'prototypes_per_class': 49}], 'split0_test_score': array([0.03448276, 0.07843137, 0.        , 0.        , 0.        ]), 'split1_test_score': array([0.07142857, 0.        , 0.        , 0.        , 0.        ]), 'split2_test_score': array([0.03703704, 0.        , 0.        , 0.        , 0.        ]), 'split3_test_score': array([0.03508772, 0.08333333, 0.        , 0.04444444, 0.        ]), 'split4_test_score': array([0.10526316, 0.04166667, 0.        , 0.        , 0.        ]), 'mean_test_score': array([0.05665985, 0.04068627, 0.        , 0.00888889, 0.        ]), 'std_test_score': array([0.0280094 , 0.03620821, 0.        , 0.01777778, 0.        ]), 'rank_test_score': array([1, 2, 4, 3, 4], dtype=int32), 'split0_train_score': array([0.21395349, 0.16666667, 0.        , 0.12060302, 0.07608696]), 'split1_train_score': array([0.21463415, 0.14659686, 0.        , 0.04444444, 0.07526882]), 'split2_train_score': array([0.19607843, 0.11827957, 0.        , 0.05555556, 0.04469274]), 'split3_train_score': array([0.18274112, 0.11282051, 0.        , 0.03370787, 0.02259887]), 'split4_train_score': array([0.19900498, 0.06593407, 0.        , 0.03370787, 0.01136364]), 'mean_train_score': array([0.20128243, 0.12205953, 0.        , 0.05760375, 0.0460022 ]), 'std_train_score': array([0.0119572 , 0.03418067, 0.        , 0.03252167, 0.02649863])}"
16,0.0,"{'learning_rate': np.float64(0.3661055830226939), 'n_epochs': 841, 'prototypes_per_class': 26}","{'mean_fit_time': array([115.11567764, 127.29034591,  11.16893883,  32.75761852,
        47.07329078]), 'std_fit_time': array([1.68363697, 0.83896965, 0.33465231, 1.99226513, 1.34962854]), 'mean_score_time': array([0.02346811, 0.01796169, 0.02493176, 0.04126601, 0.02817283]), 'std_score_time': array([0.00625391, 0.00342842, 0.0003081 , 0.00202348, 0.00208008]), 'param_learning_rate': masked_array(data=[0.3661055830226939, 0.4970603487677895,
                   0.538711659741655, 0.8558520160829735,
                   0.7898812191644701],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[841, 981, 87, 156, 352],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[26, 26, 1, 67, 13],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.3661055830226939), 'n_epochs': 841, 'prototypes_per_class': 26}, {'learning_rate': np.float64(0.4970603487677895), 'n_epochs': 981, 'prototypes_per_class': 26}, {'learning_rate': np.float64(0.538711659741655), 'n_epochs': 87, 'prototypes_per_class': 1}, {'learning_rate': np.float64(0.8558520160829735), 'n_epochs': 156, 'prototypes_per_class': 67}, {'learning_rate': np.float64(0.7898812191644701), 'n_epochs': 352, 'prototypes_per_class': 13}], 'split0_test_score': array([0., 0., 0., 0., 0.]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0., 0., 0., 0., 0.]), 'std_test_score': array([0., 0., 0., 0., 0.]), 'rank_test_score': array([1, 1, 1, 1, 1], dtype=int32), 'split0_train_score': array([0.06593407, 0.        , 0.        , 0.        , 0.        ]), 'split1_train_score': array([0.01129944, 0.        , 0.        , 0.        , 0.        ]), 'split2_train_score': array([0.03370787, 0.        , 0.        , 0.        , 0.        ]), 'split3_train_score': array([0., 0., 0., 0., 0.]), 'split4_train_score': array([0.04278075, 0.        , 0.        , 0.        , 0.        ]), 'mean_train_score': array([0.03074442, 0.        , 0.        , 0.        , 0.        ]), 'std_train_score': array([0.02330362, 0.        , 0.        , 0.        , 0.        ])}"
17,0.09668338422902317,"{'learning_rate': np.float64(0.2572805578100055), 'n_epochs': 351, 'prototypes_per_class': 95}","{'mean_fit_time': array([ 40.32133346, 147.85701213,  24.05416355,  76.33454232,
       113.24734983]), 'std_fit_time': array([2.56340701, 1.14054101, 2.0809203 , 2.07796641, 2.3947819 ]), 'mean_score_time': array([0.03307047, 0.02201557, 0.04702497, 0.04287839, 0.01720786]), 'std_score_time': array([0.00321722, 0.00171362, 0.00493129, 0.00607918, 0.00254374]), 'param_learning_rate': masked_array(data=[0.9250351155744253, 0.8679150768157973,
                   0.5745736839376276, 0.2572805578100055,
                   0.22082335181867607],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[255, 871, 117, 351, 891],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[24, 58, 65, 95, 21],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.9250351155744253), 'n_epochs': 255, 'prototypes_per_class': 24}, {'learning_rate': np.float64(0.8679150768157973), 'n_epochs': 871, 'prototypes_per_class': 58}, {'learning_rate': np.float64(0.5745736839376276), 'n_epochs': 117, 'prototypes_per_class': 65}, {'learning_rate': np.float64(0.2572805578100055), 'n_epochs': 351, 'prototypes_per_class': 95}, {'learning_rate': np.float64(0.22082335181867607), 'n_epochs': 891, 'prototypes_per_class': 21}], 'split0_test_score': array([0.        , 0.        , 0.        , 0.03333333, 0.07692308]), 'split1_test_score': array([0.        , 0.        , 0.        , 0.07142857, 0.        ]), 'split2_test_score': array([0.        , 0.        , 0.        , 0.11764706, 0.        ]), 'split3_test_score': array([0.        , 0.        , 0.        , 0.12307692, 0.        ]), 'split4_test_score': array([0.        , 0.        , 0.        , 0.13793103, 0.07692308]), 'mean_test_score': array([0.        , 0.        , 0.        , 0.09668338, 0.03076923]), 'std_test_score': array([0.        , 0.        , 0.        , 0.03870012, 0.03768446]), 'rank_test_score': array([3, 3, 3, 1, 2], dtype=int32), 'split0_train_score': array([0.        , 0.        , 0.07608696, 0.41732283, 0.09677419]), 'split1_train_score': array([0.        , 0.        , 0.03351955, 0.36123348, 0.0972973 ]), 'split2_train_score': array([0.        , 0.        , 0.03333333, 0.36293436, 0.03370787]), 'split3_train_score': array([0.        , 0.        , 0.08376963, 0.40784314, 0.07650273]), 'split4_train_score': array([0.        , 0.        , 0.        , 0.30493274, 0.07567568]), 'mean_train_score': array([0.        , 0.        , 0.0453419 , 0.37085331, 0.07599155]), 'std_train_score': array([0.        , 0.        , 0.03086037, 0.04007103, 0.02312628])}"
18,0.008888888888888889,"{'learning_rate': np.float64(0.32418267696821945), 'n_epochs': 122, 'prototypes_per_class': 18}","{'mean_fit_time': array([ 89.97613273,  18.23401957, 111.84791789,  25.07886767,
        51.3616159 ]), 'std_fit_time': array([1.64661727, 1.43497661, 1.43339499, 1.51873263, 2.17186427]), 'mean_score_time': array([0.02065005, 0.02968154, 0.01984849, 0.03837299, 0.03259406]), 'std_score_time': array([0.00317197, 0.00097014, 0.00455857, 0.00917254, 0.00345899]), 'param_learning_rate': masked_array(data=[0.30187333004661876, 0.32418267696821945,
                   0.74942802731882, 0.7053819514689266,
                   0.8639453904360628],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[632, 122, 777, 148, 286],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[11, 18, 41, 41, 61],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.30187333004661876), 'n_epochs': 632, 'prototypes_per_class': 11}, {'learning_rate': np.float64(0.32418267696821945), 'n_epochs': 122, 'prototypes_per_class': 18}, {'learning_rate': np.float64(0.74942802731882), 'n_epochs': 777, 'prototypes_per_class': 41}, {'learning_rate': np.float64(0.7053819514689266), 'n_epochs': 148, 'prototypes_per_class': 41}, {'learning_rate': np.float64(0.8639453904360628), 'n_epochs': 286, 'prototypes_per_class': 61}], 'split0_test_score': array([0., 0., 0., 0., 0.]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0.        , 0.04444444, 0.        , 0.        , 0.        ]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0.        , 0.00888889, 0.        , 0.        , 0.        ]), 'std_test_score': array([0.        , 0.01777778, 0.        , 0.        , 0.        ]), 'rank_test_score': array([2, 1, 2, 2, 2], dtype=int32), 'split0_train_score': array([0.0441989 , 0.06593407, 0.        , 0.        , 0.        ]), 'split1_train_score': array([0.01129944, 0.02247191, 0.        , 0.        , 0.        ]), 'split2_train_score': array([0.        , 0.02259887, 0.        , 0.        , 0.        ]), 'split3_train_score': array([0.        , 0.01136364, 0.        , 0.        , 0.        ]), 'split4_train_score': array([0.        , 0.03370787, 0.        , 0.        , 0.        ]), 'mean_train_score': array([0.01109967, 0.03121527, 0.        , 0.        , 0.        ]), 'std_train_score': array([0.01711845, 0.01874238, 0.        , 0.        , 0.        ])}"
19,0.03636363636363636,"{'learning_rate': np.float64(0.46896805665586194), 'n_epochs': 828, 'prototypes_per_class': 20}","{'mean_fit_time': array([112.25574994,  15.29066157,  20.79876919,  20.37458906,
        90.36225724]), 'std_fit_time': array([1.03483532, 1.64168087, 1.66473383, 0.49774085, 0.90975975]), 'mean_score_time': array([0.01634979, 0.03797255, 0.03776522, 0.03893538, 0.01883249]), 'std_score_time': array([0.00124174, 0.00499592, 0.00676408, 0.00770263, 0.00170497]), 'param_learning_rate': masked_array(data=[0.8254694759132818, 0.8783267682070526,
                   0.5552916208769794, 0.6868485015440278,
                   0.46896805665586194],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_n_epochs': masked_array(data=[980, 84, 119, 101, 828],
             mask=[False, False, False, False, False],
       fill_value=999999), 'param_prototypes_per_class': masked_array(data=[17, 43, 46, 88, 20],
             mask=[False, False, False, False, False],
       fill_value=999999), 'params': [{'learning_rate': np.float64(0.8254694759132818), 'n_epochs': 980, 'prototypes_per_class': 17}, {'learning_rate': np.float64(0.8783267682070526), 'n_epochs': 84, 'prototypes_per_class': 43}, {'learning_rate': np.float64(0.5552916208769794), 'n_epochs': 119, 'prototypes_per_class': 46}, {'learning_rate': np.float64(0.6868485015440278), 'n_epochs': 101, 'prototypes_per_class': 88}, {'learning_rate': np.float64(0.46896805665586194), 'n_epochs': 828, 'prototypes_per_class': 20}], 'split0_test_score': array([0.        , 0.        , 0.        , 0.        , 0.18181818]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0.        , 0.        , 0.        , 0.        , 0.03636364]), 'std_test_score': array([0.        , 0.        , 0.        , 0.        , 0.07272727]), 'rank_test_score': array([2, 2, 2, 2, 1], dtype=int32), 'split0_train_score': array([0.        , 0.        , 0.03370787, 0.05464481, 0.12546125]), 'split1_train_score': array([0.        , 0.        , 0.01111111, 0.01129944, 0.        ]), 'split2_train_score': array([0.        , 0.        , 0.03370787, 0.04469274, 0.        ]), 'split3_train_score': array([0., 0., 0., 0., 0.]), 'split4_train_score': array([0.        , 0.        , 0.01136364, 0.        , 0.        ]), 'mean_train_score': array([0.        , 0.        , 0.0179781 , 0.0221274 , 0.02509225]), 'std_train_score': array([0.        , 0.        , 0.0134831 , 0.02307841, 0.0501845 ])}"
