search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,bagging_fraction,bagging_freq,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_depth,min_child_samples,min_child_weight,n_estimators,num_leaves
5,17,0.07446384803141917,0.029462413324302553,0.20094442869369017,0.07787575846316123,"{'bagging_fraction': np.float64(0.40383008117482405), 'bagging_freq': 26, 'feature_fraction': np.float64(0.6435627805388151), 'lambda_l1': np.float64(0.8821096521535161), 'lambda_l2': np.float64(2.5114302868249667), 'learning_rate': np.float64(1.213685325133155), 'max_depth': 3, 'min_child_samples': 44, 'min_child_weight': np.float64(9.89926619548869), 'n_estimators': 110, 'num_leaves': 135}",0.40383008117482405,26,0.6435627805388151,0.8821096521535161,2.5114302868249667,1.213685325133155,3,44,9.89926619548869,110,135
5,18,0.02953479488549824,0.01845959680852568,0.02747531863299333,0.014483431549056583,"{'bagging_fraction': np.float64(0.41959181183050775), 'bagging_freq': 12, 'feature_fraction': np.float64(0.7850561032452273), 'lambda_l1': np.float64(2.3133079582675977), 'lambda_l2': np.float64(0.9703155618279073), 'learning_rate': np.float64(1.7469210084697684), 'max_depth': 6, 'min_child_samples': 57, 'min_child_weight': np.float64(13.462632257538596), 'n_estimators': 233, 'num_leaves': 78}",0.41959181183050775,12,0.7850561032452273,2.3133079582675977,0.9703155618279073,1.7469210084697684,6,57,13.462632257538596,233,78
5,19,0.1048213085679948,0.023546506243139875,0.6770735027862793,0.020345646234703755,"{'bagging_fraction': np.float64(0.5082889467954065), 'bagging_freq': 10, 'feature_fraction': np.float64(0.767381808715651), 'lambda_l1': np.float64(1.6351911096028706), 'lambda_l2': np.float64(2.644088963464204), 'learning_rate': np.float64(0.9891779524043993), 'max_depth': 5, 'min_child_samples': 94, 'min_child_weight': np.float64(1.255584617185601), 'n_estimators': 116, 'num_leaves': 72}",0.5082889467954065,10,0.767381808715651,1.6351911096028706,2.644088963464204,0.9891779524043993,5,94,1.255584617185601,116,72
6,0,0.10354972415894129,0.02618370038508391,0.6960060804856774,0.012067929920742963,"{'bagging_fraction': np.float64(0.4664250880445845), 'bagging_freq': 14, 'feature_fraction': np.float64(0.6464870388930484), 'lambda_l1': np.float64(0.6011056326948873), 'lambda_l2': np.float64(2.3988441267681573), 'learning_rate': np.float64(0.5855837348216346), 'max_depth': 6, 'min_child_samples': 75, 'min_child_weight': np.float64(6.264682284569609), 'n_estimators': 212, 'num_leaves': 133}",0.4664250880445845,14,0.6464870388930484,0.6011056326948873,2.3988441267681573,0.5855837348216346,6,75,6.264682284569609,212,133
6,1,0.0991718376713595,0.011520595630523092,0.5413485148001601,0.12665240980796452,"{'bagging_fraction': np.float64(0.7314022997811048), 'bagging_freq': 24, 'feature_fraction': np.float64(0.5166459685831257), 'lambda_l1': np.float64(0.9204643112496063), 'lambda_l2': np.float64(1.234563760484059), 'learning_rate': np.float64(1.7397412158231922), 'max_depth': 10, 'min_child_samples': 73, 'min_child_weight': np.float64(6.440641501777579), 'n_estimators': 190, 'num_leaves': 117}",0.7314022997811048,24,0.5166459685831257,0.9204643112496063,1.234563760484059,1.7397412158231922,10,73,6.440641501777579,190,117
6,2,0.10068190613569228,0.02236567004332423,0.9941482627770902,0.004043118440710927,"{'bagging_fraction': np.float64(0.857624643562264), 'bagging_freq': 12, 'feature_fraction': np.float64(0.598709470825622), 'lambda_l1': np.float64(0.5332819789734276), 'lambda_l2': np.float64(0.7592474883398308), 'learning_rate': np.float64(1.2543747700474026), 'max_depth': 9, 'min_child_samples': 59, 'min_child_weight': np.float64(6.963765744095921), 'n_estimators': 225, 'num_leaves': 92}",0.857624643562264,12,0.598709470825622,0.5332819789734276,0.7592474883398308,1.2543747700474026,9,59,6.963765744095921,225,92
6,3,0.06145595688769181,0.027477296752260058,0.20177160559171164,0.1371694676008505,"{'bagging_fraction': np.float64(0.6190468453742165), 'bagging_freq': 10, 'feature_fraction': np.float64(0.7934779373084988), 'lambda_l1': np.float64(1.0979063874647559), 'lambda_l2': np.float64(0.7201224191452267), 'learning_rate': np.float64(1.2067291154182849), 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': np.float64(17.80575289629209), 'n_estimators': 161, 'num_leaves': 104}",0.6190468453742165,10,0.7934779373084988,1.0979063874647559,0.7201224191452267,1.2067291154182849,3,20,17.80575289629209,161,104
6,4,0.05000896731333345,0.0070293807566017665,0.49113639690483446,0.013569305681209946,"{'bagging_fraction': np.float64(0.5979993751454004), 'bagging_freq': 16, 'feature_fraction': np.float64(0.3507295859267509), 'lambda_l1': np.float64(2.2948517248997238), 'lambda_l2': np.float64(1.4120934255759583), 'learning_rate': np.float64(0.5254407481912482), 'max_depth': 11, 'min_child_samples': 84, 'min_child_weight': np.float64(9.858683840222112), 'n_estimators': 126, 'num_leaves': 78}",0.5979993751454004,16,0.3507295859267509,2.2948517248997238,1.4120934255759583,0.5254407481912482,11,84,9.858683840222112,126,78
6,5,0.07848629629916255,0.012794041249582423,0.6608721288974032,0.01400965021968087,"{'bagging_fraction': np.float64(0.7762195051799582), 'bagging_freq': 13, 'feature_fraction': np.float64(0.64685374558655), 'lambda_l1': np.float64(2.813625518813707), 'lambda_l2': np.float64(2.1684393223614267), 'learning_rate': np.float64(0.7648103881650539), 'max_depth': 10, 'min_child_samples': 40, 'min_child_weight': np.float64(18.496243945767603), 'n_estimators': 176, 'num_leaves': 62}",0.7762195051799582,13,0.64685374558655,2.813625518813707,2.1684393223614267,0.7648103881650539,10,40,18.496243945767603,176,62
6,6,0.08443449810545936,0.016427409069384516,0.2479043160841635,0.013271037964452425,"{'bagging_fraction': np.float64(0.40682106217705233), 'bagging_freq': 6, 'feature_fraction': np.float64(0.3987387688423719), 'lambda_l1': np.float64(1.3614307387373814), 'lambda_l2': np.float64(1.8897299457051557), 'learning_rate': np.float64(1.3906827938857536), 'max_depth': 3, 'min_child_samples': 66, 'min_child_weight': np.float64(18.3473314429046), 'n_estimators': 299, 'num_leaves': 57}",0.40682106217705233,6,0.3987387688423719,1.3614307387373814,1.8897299457051557,1.3906827938857536,3,66,18.3473314429046,299,57
6,7,0.11499711867824662,0.022207710355246834,0.4537844625063176,0.09142232375367997,"{'bagging_fraction': np.float64(0.925673439720583), 'bagging_freq': 14, 'feature_fraction': np.float64(0.7368758733141272), 'lambda_l1': np.float64(2.0286760218527267), 'lambda_l2': np.float64(1.7249403926607327), 'learning_rate': np.float64(1.3782976269999483), 'max_depth': 3, 'min_child_samples': 31, 'min_child_weight': np.float64(3.8405715495409254), 'n_estimators': 226, 'num_leaves': 63}",0.925673439720583,14,0.7368758733141272,2.0286760218527267,1.7249403926607327,1.3782976269999483,3,31,3.8405715495409254,226,63
6,8,0.09754228627758152,0.012250614249073333,0.5620833443653274,0.12478264686494668,"{'bagging_fraction': np.float64(0.7731539274846527), 'bagging_freq': 21, 'feature_fraction': np.float64(0.367460387941893), 'lambda_l1': np.float64(2.9182047500820145), 'lambda_l2': np.float64(0.7875536924555716), 'learning_rate': np.float64(1.1858254737870157), 'max_depth': 7, 'min_child_samples': 68, 'min_child_weight': np.float64(10.964550201693006), 'n_estimators': 128, 'num_leaves': 129}",0.7731539274846527,21,0.367460387941893,2.9182047500820145,0.7875536924555716,1.1858254737870157,7,68,10.964550201693006,128,129
6,9,0.08534288075752176,0.01730879930206865,0.37514151203779733,0.023811490447904843,"{'bagging_fraction': np.float64(0.7394283695284605), 'bagging_freq': 22, 'feature_fraction': np.float64(0.4617447488412035), 'lambda_l1': np.float64(1.6497973308649785), 'lambda_l2': np.float64(2.619488644420869), 'learning_rate': np.float64(1.0310167712688734), 'max_depth': 4, 'min_child_samples': 58, 'min_child_weight': np.float64(19.258996188092798), 'n_estimators': 151, 'num_leaves': 54}",0.7394283695284605,22,0.4617447488412035,1.6497973308649785,2.619488644420869,1.0310167712688734,4,58,19.258996188092798,151,54
