search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,activation,alpha,learning_rate,learning_rate_init,max_iter,hidden_layer_sizes
0,0,0.08374454265595162,0.028254629080659732,0.9953622798763275,0.004347201391008007,"{'activation': 'relu', 'alpha': np.float64(0.04084878326013367), 'hidden_layer_sizes': (100, 100, 100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.004156201179222462), 'max_iter': 225}",relu,0.04084878326013367,invscaling,0.004156201179222462,225,"(100, 100, 100, 100)"
0,1,0.11729099310401561,0.02445443731411733,0.9942328654004955,2.642444260945176e-05,"{'activation': 'tanh', 'alpha': np.float64(0.09261401746002747), 'hidden_layer_sizes': (200, 300, 100), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0863088682304401), 'max_iter': 214}",tanh,0.09261401746002747,adaptive,0.0863088682304401,214,"(200, 300, 100)"
0,2,0.11239672320383676,0.05901367555104457,0.9965183492404893,0.00464782034877962,"{'activation': 'relu', 'alpha': np.float64(0.06923478413780439), 'hidden_layer_sizes': (50, 100, 200, 300), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.06721325060944154), 'max_iter': 418}",relu,0.06923478413780439,adaptive,0.06721325060944154,418,"(50, 100, 200, 300)"
0,3,0.08857489102435004,0.05188802369841612,0.9965450041288191,0.002821095447261079,"{'activation': 'tanh', 'alpha': np.float64(0.018000618684385742), 'hidden_layer_sizes': (300, 300, 300), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.08392849407586805), 'max_iter': 432}",tanh,0.018000618684385742,invscaling,0.08392849407586805,432,"(300, 300, 300)"
0,4,0.09935050105757676,0.04001128538431203,0.9988439306358382,0.0023121387283237204,"{'activation': 'tanh', 'alpha': np.float64(0.013558043574755744), 'hidden_layer_sizes': (100, 100, 100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.004708456027420215), 'max_iter': 420}",tanh,0.013558043574755744,adaptive,0.004708456027420215,420,"(100, 100, 100, 100)"
1,0,0.08274950841536798,0.0460617271748442,0.9953889347646573,0.0023056745784294473,"{'activation': 'tanh', 'alpha': np.float64(0.08353727880707118), 'hidden_layer_sizes': (200, 200, 200), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.06303854632140359), 'max_iter': 346}",tanh,0.08353727880707118,constant,0.06303854632140359,346,"(200, 200, 200)"
1,1,0.0731249672426143,0.024298593237769534,0.9976878612716764,0.002831780049460347,"{'activation': 'relu', 'alpha': np.float64(0.04364083939565837), 'hidden_layer_sizes': (200, 200, 200, 200), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.08661184046146737), 'max_iter': 569}",relu,0.04364083939565837,constant,0.08661184046146737,569,"(200, 200, 200, 200)"
1,2,0.12215033545516543,0.03796815001515975,1.0,0.0,"{'activation': 'tanh', 'alpha': np.float64(0.022423919995368927), 'hidden_layer_sizes': (50, 50, 50, 50), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.040094723828392735), 'max_iter': 249}",tanh,0.022423919995368927,constant,0.040094723828392735,249,"(50, 50, 50, 50)"
1,3,0.08045617173524151,0.05478713808125359,0.9930633533693085,0.002345769707170927,"{'activation': 'relu', 'alpha': np.float64(0.09353159877313351), 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.018468432241461486), 'max_iter': 236}",relu,0.09353159877313351,invscaling,0.018468432241461486,236,"(100, 100, 100)"
1,4,0.08194467975869593,0.024810434314112083,1.0,0.0,"{'activation': 'tanh', 'alpha': np.float64(0.04475161819318813), 'hidden_layer_sizes': (100, 100, 50, 50), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.050155323599181505), 'max_iter': 505}",tanh,0.04475161819318813,invscaling,0.050155323599181505,505,"(100, 100, 50, 50)"
2,0,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.10095400815833577), 'hidden_layer_sizes': (300, 300, 300), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0456560523019679), 'max_iter': 446}",logistic,0.10095400815833577,constant,0.0456560523019679,446,"(300, 300, 300)"
2,1,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.050554060225083026), 'hidden_layer_sizes': (100, 100, 100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.05649558361688542), 'max_iter': 259}",logistic,0.050554060225083026,invscaling,0.05649558361688542,259,"(100, 100, 100, 100)"
2,2,0.09821730884487902,0.05218230100949418,1.0,0.0,"{'activation': 'tanh', 'alpha': np.float64(0.08276609389971054), 'hidden_layer_sizes': (100, 100, 50, 50), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.08885445286770877), 'max_iter': 482}",tanh,0.08276609389971054,invscaling,0.08885445286770877,482,"(100, 100, 50, 50)"
2,3,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.0182260188942737), 'hidden_layer_sizes': (300, 300, 300), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.04414148388238853), 'max_iter': 268}",logistic,0.0182260188942737,adaptive,0.04414148388238853,268,"(300, 300, 300)"
2,4,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.025662869276750877), 'hidden_layer_sizes': (100, 100, 100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.06223626303526837), 'max_iter': 350}",logistic,0.025662869276750877,invscaling,0.06223626303526837,350,"(100, 100, 100, 100)"
3,0,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.09064258276430417), 'hidden_layer_sizes': (100, 50, 200), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.07983171308848735), 'max_iter': 261}",logistic,0.09064258276430417,constant,0.07983171308848735,261,"(100, 50, 200)"
3,1,0.12385428907168036,0.09519983587345687,0.9953889347646573,0.0023056745784294473,"{'activation': 'tanh', 'alpha': np.float64(0.015724563115327307), 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0860098528262967), 'max_iter': 211}",tanh,0.015724563115327307,constant,0.0860098528262967,211,"(100, 100, 100)"
3,2,0.12060420001883417,0.013407241489047152,0.9942194227334703,0.003677247148353959,"{'activation': 'relu', 'alpha': np.float64(0.06931959570326855), 'hidden_layer_sizes': (100, 100, 50, 50), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.056074140162653996), 'max_iter': 200}",relu,0.06931959570326855,invscaling,0.056074140162653996,200,"(100, 100, 50, 50)"
3,3,0.0,0.0,0.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.029046519638808478), 'hidden_layer_sizes': (50, 50, 50, 50), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.03244301483903041), 'max_iter': 266}",logistic,0.029046519638808478,adaptive,0.03244301483903041,266,"(50, 50, 50, 50)"
