search_idx,best_score,best_params,cv_results
10,0.11666666666666665,"{'C': np.float64(635.3133648107298), 'gamma': np.float64(20.38765783620007), 'kernel': 'sigmoid'}","{'mean_fit_time': array([1.92649801e+02, 3.38409424e-02, 3.37185860e-03, 1.96488412e+02,
       5.17571020e-01]), 'std_fit_time': array([5.35476408e+01, 8.88728955e-04, 2.72976867e-04, 5.01082768e+01,
       5.98505405e-01]), 'mean_score_time': array([0.00345931, 0.01843939, 0.00313048, 0.00410819, 0.00400119]), 'std_score_time': array([0.00065404, 0.00124115, 0.0001759 , 0.00027633, 0.00055961]), 'param_C': masked_array(data=[823.2103407097919, 210.87063993129397,
                   635.3133648107298, 836.024207871065, 71.70895706063241],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[20.38765783620007, 54.84456796631082,
                   20.38765783620007, 82.59271635562955, 92.5863400409626],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_kernel': masked_array(data=['linear', 'rbf', 'sigmoid', 'linear', 'linear'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(823.2103407097919), 'gamma': np.float64(20.38765783620007), 'kernel': 'linear'}, {'C': np.float64(210.87063993129397), 'gamma': np.float64(54.84456796631082), 'kernel': 'rbf'}, {'C': np.float64(635.3133648107298), 'gamma': np.float64(20.38765783620007), 'kernel': 'sigmoid'}, {'C': np.float64(836.024207871065), 'gamma': np.float64(82.59271635562955), 'kernel': 'linear'}, {'C': np.float64(71.70895706063241), 'gamma': np.float64(92.5863400409626), 'kernel': 'linear'}], 'split0_test_score': array([0., 0., 0., 0., 0.]), 'split1_test_score': array([0.        , 0.        , 0.33333333, 0.        , 0.        ]), 'split2_test_score': array([0.  , 0.  , 0.25, 0.  , 0.  ]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0.        , 0.        , 0.11666667, 0.        , 0.        ]), 'std_test_score': array([0.        , 0.        , 0.14529663, 0.        , 0.        ]), 'rank_test_score': array([2, 2, 1, 2, 2], dtype=int32), 'split0_train_score': array([0., 1., 0., 0., 0.]), 'split1_train_score': array([0., 1., 0., 0., 0.]), 'split2_train_score': array([0.        , 1.        , 0.06896552, 0.        , 0.        ]), 'split3_train_score': array([0., 1., 0., 0., 0.]), 'split4_train_score': array([0., 1., 0., 0., 0.]), 'mean_train_score': array([0.       , 1.       , 0.0137931, 0.       , 0.       ]), 'std_train_score': array([0.        , 0.        , 0.02758621, 0.        , 0.        ])}"
11,0.0625,"{'C': np.float64(827.5562767793461), 'gamma': np.float64(18.059431965634634), 'kernel': 'poly'}","{'mean_fit_time': array([1.94338827e+02, 3.75297070e-02, 8.14962387e-03, 7.96025753e-02,
       1.58004850e+02]), 'std_fit_time': array([4.83983923e+01, 1.58781649e-03, 8.96217094e-04, 5.58273037e-02,
       5.32652564e+01]), 'mean_score_time': array([0.00367866, 0.01878467, 0.00423613, 0.00332904, 0.00382528]), 'std_score_time': array([5.99934213e-04, 9.42718694e-04, 1.00366757e-04, 7.36913222e-05,
       6.74600937e-04]), 'param_C': masked_array(data=[846.7624072101339, 454.9754024057529,
                   585.9513841348373, 827.5562767793461,
                   478.4790613387158],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[np.float64(92.5863400409626),
                   np.float64(36.45056830322477), 'scale',
                   np.float64(18.059431965634634),
                   np.float64(71.4718144238042)],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['linear', 'rbf', 'rbf', 'poly', 'linear'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(846.7624072101339), 'gamma': np.float64(92.5863400409626), 'kernel': 'linear'}, {'C': np.float64(454.9754024057529), 'gamma': np.float64(36.45056830322477), 'kernel': 'rbf'}, {'C': np.float64(585.9513841348373), 'gamma': 'scale', 'kernel': 'rbf'}, {'C': np.float64(827.5562767793461), 'gamma': np.float64(18.059431965634634), 'kernel': 'poly'}, {'C': np.float64(478.4790613387158), 'gamma': np.float64(71.4718144238042), 'kernel': 'linear'}], 'split0_test_score': array([0.  , 0.  , 0.  , 0.25, 0.  ]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0.    , 0.    , 0.    , 0.0625, 0.    ]), 'mean_test_score': array([0.    , 0.    , 0.    , 0.0625, 0.    ]), 'std_test_score': array([0.        , 0.        , 0.        , 0.09682458, 0.        ]), 'rank_test_score': array([2, 2, 2, 1, 2], dtype=int32), 'split0_train_score': array([0., 1., 1., 1., 0.]), 'split1_train_score': array([0.        , 1.        , 0.97142857, 1.        , 0.        ]), 'split2_train_score': array([0.        , 1.        , 0.96969697, 1.        , 0.        ]), 'split3_train_score': array([0.        , 1.        , 0.96969697, 1.        , 0.        ]), 'split4_train_score': array([0.        , 1.        , 0.97142857, 1.        , 0.        ]), 'mean_train_score': array([0.        , 1.        , 0.97645022, 1.        , 0.        ]), 'std_train_score': array([0.        , 0.        , 0.01180033, 0.        , 0.        ])}"
12,0.0625,"{'C': np.float64(8.705452008769276), 'gamma': np.float64(18.059431965634634), 'kernel': 'poly'}","{'mean_fit_time': array([0.00398755, 0.00897269, 0.0823154 , 0.03466434, 0.03704534]), 'std_fit_time': array([0.00069606, 0.00120862, 0.05871072, 0.00284438, 0.0032944 ]), 'mean_score_time': array([0.00388155, 0.00615234, 0.00350866, 0.0179739 , 0.01975617]), 'std_score_time': array([0.00044627, 0.00129162, 0.00048977, 0.00075855, 0.00105838]), 'param_C': masked_array(data=[420.2829671407739, 184.9766877614517,
                   8.705452008769276, 801.481256016461, 671.584301841824],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[np.float64(87.5801368915047), 'scale',
                   np.float64(18.059431965634634),
                   np.float64(96.20002415974872),
                   np.float64(36.45056830322477)],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['sigmoid', 'rbf', 'poly', 'rbf', 'rbf'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(420.2829671407739), 'gamma': np.float64(87.5801368915047), 'kernel': 'sigmoid'}, {'C': np.float64(184.9766877614517), 'gamma': 'scale', 'kernel': 'rbf'}, {'C': np.float64(8.705452008769276), 'gamma': np.float64(18.059431965634634), 'kernel': 'poly'}, {'C': np.float64(801.481256016461), 'gamma': np.float64(96.20002415974872), 'kernel': 'rbf'}, {'C': np.float64(671.584301841824), 'gamma': np.float64(36.45056830322477), 'kernel': 'rbf'}], 'split0_test_score': array([0.  , 0.  , 0.25, 0.  , 0.  ]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0.25  , 0.    , 0.0625, 0.    , 0.    ]), 'mean_test_score': array([0.05  , 0.    , 0.0625, 0.    , 0.    ]), 'std_test_score': array([0.1       , 0.        , 0.09682458, 0.        , 0.        ]), 'rank_test_score': array([2, 3, 1, 3, 3], dtype=int32), 'split0_train_score': array([0.        , 0.97142857, 1.        , 1.        , 1.        ]), 'split1_train_score': array([0.        , 0.94117647, 1.        , 1.        , 1.        ]), 'split2_train_score': array([0.    , 0.9375, 1.    , 1.    , 1.    ]), 'split3_train_score': array([0.    , 0.9375, 1.    , 1.    , 1.    ]), 'split4_train_score': array([0.        , 0.97142857, 1.        , 1.        , 1.        ]), 'mean_train_score': array([0.        , 0.95180672, 1.        , 1.        , 1.        ]), 'std_train_score': array([0.        , 0.01607732, 0.        , 0.        , 0.        ])}"
13,0.08214285714285714,"{'C': np.float64(723.4882046158928), 'gamma': 'auto', 'kernel': 'poly'}","{'mean_fit_time': array([3.83097172e-02, 2.88963318e-03, 1.34768009e-02, 3.55453491e-03,
       1.14468484e+02]), 'std_fit_time': array([4.14356846e-03, 5.27159384e-04, 1.44075803e-03, 1.49219208e-04,
       2.20345484e+01]), 'mean_score_time': array([0.01917262, 0.00329871, 0.00408182, 0.0032928 , 0.00281038]), 'std_score_time': array([0.00119538, 0.00011194, 0.00038724, 0.00021957, 0.00041201]), 'param_C': masked_array(data=[93.20828667185799, 483.9599804636461,
                   723.4882046158928, 311.7544115625333,
                   388.91300396575735],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[np.float64(54.84456796631082),
                   np.float64(92.5863400409626), 'auto',
                   np.float64(29.739875792037697), 'auto'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['rbf', 'sigmoid', 'poly', 'sigmoid', 'linear'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(93.20828667185799), 'gamma': np.float64(54.84456796631082), 'kernel': 'rbf'}, {'C': np.float64(483.9599804636461), 'gamma': np.float64(92.5863400409626), 'kernel': 'sigmoid'}, {'C': np.float64(723.4882046158928), 'gamma': 'auto', 'kernel': 'poly'}, {'C': np.float64(311.7544115625333), 'gamma': np.float64(29.739875792037697), 'kernel': 'sigmoid'}, {'C': np.float64(388.91300396575735), 'gamma': 'auto', 'kernel': 'linear'}], 'split0_test_score': array([0.        , 0.        , 0.28571429, 0.        , 0.        ]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0.  , 0.  , 0.  , 0.25, 0.  ]), 'split3_test_score': array([0.   , 0.   , 0.125, 0.   , 0.   ]), 'split4_test_score': array([0.  , 0.25, 0.  , 0.  , 0.  ]), 'mean_test_score': array([0.        , 0.05      , 0.08214286, 0.05      , 0.        ]), 'std_test_score': array([0.        , 0.1       , 0.11271238, 0.1       , 0.        ]), 'rank_test_score': array([4, 2, 1, 2, 4], dtype=int32), 'split0_train_score': array([1., 0., 1., 0., 0.]), 'split1_train_score': array([1.        , 0.        , 0.97142857, 0.05714286, 0.        ]), 'split2_train_score': array([1.        , 0.        , 0.96969697, 0.        , 0.        ]), 'split3_train_score': array([1.        , 0.        , 0.96969697, 0.05882353, 0.        ]), 'split4_train_score': array([1.        , 0.        , 0.97142857, 0.        , 0.        ]), 'mean_train_score': array([1.        , 0.        , 0.97645022, 0.02319328, 0.        ]), 'std_train_score': array([0.        , 0.        , 0.01180033, 0.02841082, 0.        ])}"
14,0.16666666666666666,"{'C': np.float64(413.1003988473893), 'gamma': np.float64(18.059431965634634), 'kernel': 'sigmoid'}","{'mean_fit_time': array([1.52948380e-02, 4.88276482e-03, 1.62934254e+02, 8.71372223e-03,
       3.73172760e-03]), 'std_fit_time': array([2.46977203e-03, 7.20682197e-04, 4.69807799e+01, 1.77770419e-03,
       5.74409310e-04]), 'mean_score_time': array([0.00446243, 0.00436029, 0.00356121, 0.00518656, 0.00387926]), 'std_score_time': array([0.00059014, 0.0006124 , 0.00079438, 0.00068026, 0.00089024]), 'param_C': masked_array(data=[984.2918505425768, 413.1003988473893,
                   813.4659531820605, 458.7113251462139,
                   809.9657453517125],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=['scale', np.float64(18.059431965634634),
                   np.float64(96.20002415974872), 'auto',
                   np.float64(20.38765783620007)],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['poly', 'sigmoid', 'linear', 'rbf', 'sigmoid'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(984.2918505425768), 'gamma': 'scale', 'kernel': 'poly'}, {'C': np.float64(413.1003988473893), 'gamma': np.float64(18.059431965634634), 'kernel': 'sigmoid'}, {'C': np.float64(813.4659531820605), 'gamma': np.float64(96.20002415974872), 'kernel': 'linear'}, {'C': np.float64(458.7113251462139), 'gamma': 'auto', 'kernel': 'rbf'}, {'C': np.float64(809.9657453517125), 'gamma': np.float64(20.38765783620007), 'kernel': 'sigmoid'}], 'split0_test_score': array([0.28571429, 0.        , 0.        , 0.        , 0.        ]), 'split1_test_score': array([0.        , 0.33333333, 0.        , 0.        , 0.33333333]), 'split2_test_score': array([0.  , 0.25, 0.  , 0.  , 0.25]), 'split3_test_score': array([0.125, 0.25 , 0.   , 0.   , 0.   ]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0.08214286, 0.16666667, 0.        , 0.        , 0.11666667]), 'std_test_score': array([0.11271238, 0.13944334, 0.        , 0.        , 0.14529663]), 'rank_test_score': array([3, 1, 4, 4, 2], dtype=int32), 'split0_train_score': array([1.        , 0.05882353, 0.        , 1.        , 0.        ]), 'split1_train_score': array([0.97142857, 0.        , 0.        , 0.97142857, 0.        ]), 'split2_train_score': array([0.96969697, 0.0625    , 0.        , 0.96969697, 0.06896552]), 'split3_train_score': array([0.96969697, 0.        , 0.        , 0.96969697, 0.        ]), 'split4_train_score': array([0.97142857, 0.        , 0.        , 0.97142857, 0.        ]), 'mean_train_score': array([0.97645022, 0.02426471, 0.        , 0.97645022, 0.0137931 ]), 'std_train_score': array([0.01180033, 0.02974081, 0.        , 0.01180033, 0.02758621])}"
15,0.08067226890756303,"{'C': np.float64(522.1907528436772), 'gamma': 'auto', 'kernel': 'poly'}","{'mean_fit_time': array([1.09416676e-01, 5.04050255e-02, 1.48811214e+02, 4.00967121e-02,
       1.49485588e-02]), 'std_fit_time': array([7.60810586e-02, 1.09235931e-02, 3.67342260e+01, 3.55702749e-03,
       1.04734691e-03]), 'mean_score_time': array([0.00465031, 0.02438717, 0.00364461, 0.02148008, 0.00451212]), 'std_score_time': array([0.00057699, 0.01017578, 0.00082492, 0.00359627, 0.00113235]), 'param_C': masked_array(data=[87.44964290217506, 411.16107063891275,
                   566.0558907615056, 807.1994428303767,
                   522.1907528436772],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[np.float64(92.5863400409626),
                   np.float64(87.5801368915047),
                   np.float64(54.84456796631082),
                   np.float64(20.38765783620007), 'auto'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['poly', 'rbf', 'linear', 'rbf', 'poly'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(87.44964290217506), 'gamma': np.float64(92.5863400409626), 'kernel': 'poly'}, {'C': np.float64(411.16107063891275), 'gamma': np.float64(87.5801368915047), 'kernel': 'rbf'}, {'C': np.float64(566.0558907615056), 'gamma': np.float64(54.84456796631082), 'kernel': 'linear'}, {'C': np.float64(807.1994428303767), 'gamma': np.float64(20.38765783620007), 'kernel': 'rbf'}, {'C': np.float64(522.1907528436772), 'gamma': 'auto', 'kernel': 'poly'}], 'split0_test_score': array([0.25      , 0.        , 0.        , 0.        , 0.28571429]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0.        , 0.        , 0.        , 0.        , 0.11764706]), 'split4_test_score': array([0.0625, 0.    , 0.    , 0.    , 0.    ]), 'mean_test_score': array([0.0625    , 0.        , 0.        , 0.        , 0.08067227]), 'std_test_score': array([0.09682458, 0.        , 0.        , 0.        , 0.11219038]), 'rank_test_score': array([2, 3, 3, 3, 1], dtype=int32), 'split0_train_score': array([1.        , 1.        , 0.        , 1.        , 0.97142857]), 'split1_train_score': array([1.        , 1.        , 0.        , 1.        , 0.97142857]), 'split2_train_score': array([1.        , 1.        , 0.        , 1.        , 0.96969697]), 'split3_train_score': array([1.    , 1.    , 0.    , 1.    , 0.9375]), 'split4_train_score': array([1.        , 1.        , 0.        , 1.        , 0.97142857]), 'mean_train_score': array([1.        , 1.        , 0.        , 1.        , 0.96429654]), 'std_train_score': array([0.        , 0.        , 0.        , 0.        , 0.01341504])}"
16,0.0,"{'C': np.float64(365.20558302269393), 'gamma': np.float64(54.84456796631082), 'kernel': 'linear'}","{'mean_fit_time': array([1.38665252e+02, 3.62774849e-02, 1.70465447e+02, 3.41449738e-02,
       3.51588249e-02]), 'std_fit_time': array([2.82845321e+01, 2.09386872e-03, 3.83484013e+01, 2.46242952e-03,
       3.04502504e-03]), 'mean_score_time': array([0.0037559 , 0.01849656, 0.00401711, 0.01868162, 0.01913786]), 'std_score_time': array([0.00077754, 0.00101538, 0.0019875 , 0.00173831, 0.00130352]), 'param_C': masked_array(data=[365.20558302269393, 496.1603487677895,
                   571.861582327721, 308.9044587884248, 815.9566744310144],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[54.84456796631082, 82.59271635562955, 71.4718144238042,
                   96.20002415974872, 87.5801368915047],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_kernel': masked_array(data=['linear', 'rbf', 'linear', 'rbf', 'rbf'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(365.20558302269393), 'gamma': np.float64(54.84456796631082), 'kernel': 'linear'}, {'C': np.float64(496.1603487677895), 'gamma': np.float64(82.59271635562955), 'kernel': 'rbf'}, {'C': np.float64(571.861582327721), 'gamma': np.float64(71.4718144238042), 'kernel': 'linear'}, {'C': np.float64(308.9044587884248), 'gamma': np.float64(96.20002415974872), 'kernel': 'rbf'}, {'C': np.float64(815.9566744310144), 'gamma': np.float64(87.5801368915047), 'kernel': 'rbf'}], 'split0_test_score': array([0., 0., 0., 0., 0.]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0., 0., 0., 0., 0.]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0., 0., 0., 0., 0.]), 'mean_test_score': array([0., 0., 0., 0., 0.]), 'std_test_score': array([0., 0., 0., 0., 0.]), 'rank_test_score': array([1, 1, 1, 1, 1], dtype=int32), 'split0_train_score': array([0., 1., 0., 1., 1.]), 'split1_train_score': array([0., 1., 0., 1., 1.]), 'split2_train_score': array([0., 1., 0., 1., 1.]), 'split3_train_score': array([0., 1., 0., 1., 1.]), 'split4_train_score': array([0., 1., 0., 1., 1.]), 'mean_train_score': array([0., 1., 0., 1., 1.]), 'std_train_score': array([0., 0., 0., 0., 0.])}"
17,0.14505494505494504,"{'C': np.float64(698.7984780575317), 'gamma': 'scale', 'kernel': 'sigmoid'}","{'mean_fit_time': array([0.00374265, 0.03301277, 0.00382824, 0.03215156, 0.06308084]), 'std_fit_time': array([0.00038701, 0.00269029, 0.00046385, 0.00230454, 0.03983485]), 'mean_score_time': array([0.0038518 , 0.01932669, 0.00420036, 0.01832094, 0.00425487]), 'std_score_time': array([0.00089701, 0.00222916, 0.00144621, 0.00229304, 0.00105692]), 'param_C': masked_array(data=[924.1351155744253, 979.2617846798669,
                   698.7984780575317, 199.9316017089814,
                   648.7207995826014],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[np.float64(54.84456796631082),
                   np.float64(18.059431965634634), 'scale',
                   np.float64(18.059431965634634),
                   np.float64(92.5863400409626)],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['sigmoid', 'rbf', 'sigmoid', 'rbf', 'poly'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(924.1351155744253), 'gamma': np.float64(54.84456796631082), 'kernel': 'sigmoid'}, {'C': np.float64(979.2617846798669), 'gamma': np.float64(18.059431965634634), 'kernel': 'rbf'}, {'C': np.float64(698.7984780575317), 'gamma': 'scale', 'kernel': 'sigmoid'}, {'C': np.float64(199.9316017089814), 'gamma': np.float64(18.059431965634634), 'kernel': 'rbf'}, {'C': np.float64(648.7207995826014), 'gamma': np.float64(92.5863400409626), 'kernel': 'poly'}], 'split0_test_score': array([0.  , 0.  , 0.  , 0.  , 0.25]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0.25      , 0.        , 0.28571429, 0.        , 0.        ]), 'split3_test_score': array([0.        , 0.        , 0.15384615, 0.        , 0.        ]), 'split4_test_score': array([0.        , 0.        , 0.28571429, 0.        , 0.0625    ]), 'mean_test_score': array([0.05      , 0.        , 0.14505495, 0.        , 0.0625    ]), 'std_test_score': array([0.1       , 0.        , 0.1278509 , 0.        , 0.09682458]), 'rank_test_score': array([3, 4, 1, 4, 2], dtype=int32), 'split0_train_score': array([0.        , 1.        , 0.11764706, 1.        , 1.        ]), 'split1_train_score': array([0.        , 1.        , 0.11764706, 1.        , 1.        ]), 'split2_train_score': array([0.    , 1.    , 0.0625, 1.    , 1.    ]), 'split3_train_score': array([0., 1., 0., 1., 1.]), 'split4_train_score': array([0., 1., 0., 1., 1.]), 'mean_train_score': array([0.        , 1.        , 0.05955882, 1.        , 1.        ]), 'std_train_score': array([0.        , 0.        , 0.05263391, 0.        , 0.        ])}"
18,0.16017316017316016,"{'C': np.float64(567.0708009692135), 'gamma': 'auto', 'kernel': 'sigmoid'}","{'mean_fit_time': array([8.12855721e-02, 1.15689493e+02, 3.29570770e-03, 3.61877441e-02,
       8.11159134e-02]), 'std_fit_time': array([5.81168375e-02, 2.56622735e+01, 3.25715816e-04, 2.45381140e-03,
       5.68970600e-02]), 'mean_score_time': array([0.00411077, 0.00345759, 0.00394421, 0.02005329, 0.00465078]), 'std_score_time': array([0.00063298, 0.00067457, 0.00065586, 0.00246722, 0.00043125]), 'param_C': masked_array(data=[300.9733300466188, 323.28267696821945,
                   567.0708009692135, 379.51491552459663,
                   170.46560099371212],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[np.float64(36.45056830322477),
                   np.float64(29.739875792037697), 'auto',
                   np.float64(29.739875792037697),
                   np.float64(29.739875792037697)],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'param_kernel': masked_array(data=['poly', 'linear', 'sigmoid', 'rbf', 'poly'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(300.9733300466188), 'gamma': np.float64(36.45056830322477), 'kernel': 'poly'}, {'C': np.float64(323.28267696821945), 'gamma': np.float64(29.739875792037697), 'kernel': 'linear'}, {'C': np.float64(567.0708009692135), 'gamma': 'auto', 'kernel': 'sigmoid'}, {'C': np.float64(379.51491552459663), 'gamma': np.float64(29.739875792037697), 'kernel': 'rbf'}, {'C': np.float64(170.46560099371212), 'gamma': np.float64(29.739875792037697), 'kernel': 'poly'}], 'split0_test_score': array([0.25, 0.  , 0.  , 0.  , 0.25]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0.        , 0.        , 0.33333333, 0.        , 0.        ]), 'split3_test_score': array([0.        , 0.        , 0.18181818, 0.        , 0.        ]), 'split4_test_score': array([0.0625    , 0.        , 0.28571429, 0.        , 0.0625    ]), 'mean_test_score': array([0.0625    , 0.        , 0.16017316, 0.        , 0.0625    ]), 'std_test_score': array([0.09682458, 0.        , 0.13965988, 0.        , 0.09682458]), 'rank_test_score': array([2, 4, 1, 4, 2], dtype=int32), 'split0_train_score': array([1.        , 0.        , 0.11764706, 1.        , 1.        ]), 'split1_train_score': array([1.        , 0.        , 0.11428571, 1.        , 1.        ]), 'split2_train_score': array([1.    , 0.    , 0.0625, 1.    , 1.    ]), 'split3_train_score': array([1.    , 0.    , 0.0625, 1.    , 1.    ]), 'split4_train_score': array([1., 0., 0., 1., 1.]), 'mean_train_score': array([1.        , 0.        , 0.07138655, 1.        , 1.        ]), 'std_train_score': array([0.        , 0.        , 0.04297523, 0.        , 0.        ])}"
19,0.09350649350649351,"{'C': np.float64(468.06805665586194), 'gamma': np.float64(71.4718144238042), 'kernel': 'sigmoid'}","{'mean_fit_time': array([3.50324154e-02, 4.40478325e-03, 1.69952012e+02, 3.71837616e-03,
       4.19125557e-03]), 'std_fit_time': array([4.53023835e-03, 1.34827660e-03, 5.02922846e+01, 5.84597241e-04,
       1.12625740e-03]), 'mean_score_time': array([0.02050028, 0.00370226, 0.00336394, 0.00378203, 0.0036067 ]), 'std_score_time': array([0.00186444, 0.00034729, 0.00060906, 0.00061111, 0.00052834]), 'param_C': masked_array(data=[824.5694759132818, 877.4267682070526,
                   965.0264332226785, 923.7443466383852,
                   468.06805665586194],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_gamma': masked_array(data=[87.5801368915047, 87.5801368915047, 54.84456796631082,
                   82.59271635562955, 71.4718144238042],
             mask=[False, False, False, False, False],
       fill_value=1e+20), 'param_kernel': masked_array(data=['rbf', 'sigmoid', 'linear', 'sigmoid', 'sigmoid'],
             mask=[False, False, False, False, False],
       fill_value=np.str_('?'),
            dtype=object), 'params': [{'C': np.float64(824.5694759132818), 'gamma': np.float64(87.5801368915047), 'kernel': 'rbf'}, {'C': np.float64(877.4267682070526), 'gamma': np.float64(87.5801368915047), 'kernel': 'sigmoid'}, {'C': np.float64(965.0264332226785), 'gamma': np.float64(54.84456796631082), 'kernel': 'linear'}, {'C': np.float64(923.7443466383852), 'gamma': np.float64(82.59271635562955), 'kernel': 'sigmoid'}, {'C': np.float64(468.06805665586194), 'gamma': np.float64(71.4718144238042), 'kernel': 'sigmoid'}], 'split0_test_score': array([0., 0., 0., 0., 0.]), 'split1_test_score': array([0., 0., 0., 0., 0.]), 'split2_test_score': array([0.        , 0.        , 0.        , 0.        , 0.18181818]), 'split3_test_score': array([0., 0., 0., 0., 0.]), 'split4_test_score': array([0.        , 0.25      , 0.        , 0.28571429, 0.28571429]), 'mean_test_score': array([0.        , 0.05      , 0.        , 0.05714286, 0.09350649]), 'std_test_score': array([0.        , 0.1       , 0.        , 0.11428571, 0.11914125]), 'rank_test_score': array([4, 3, 4, 2, 1], dtype=int32), 'split0_train_score': array([1., 0., 0., 0., 0.]), 'split1_train_score': array([1., 0., 0., 0., 0.]), 'split2_train_score': array([1., 0., 0., 0., 0.]), 'split3_train_score': array([1., 0., 0., 0., 0.]), 'split4_train_score': array([1., 0., 0., 0., 0.]), 'mean_train_score': array([1., 0., 0., 0., 0.]), 'std_train_score': array([0., 0., 0., 0., 0.])}"
